Forwarding Table for Node 0 at TIME_STEP 0:
Destination	Path	Cost
15		[19, 15]	6
16		[19, 15, 13, 16]	15
17		[19, 15, 17]	14
18		[19, 15, 13, 16, 18]	22
19		[19]	1


Forwarding Table for Node 0 at TIME_STEP 16:
Destination	Path	Cost
1		[1]	2
2		[1, 2]	7
3		[1, 2, 3]	10
4		[1, 2, 7, 4]	13
5		[1, 2, 7, 4, 5]	16
6		[19, 15, 13, 8, 6]	15
7		[1, 2, 7]	10
8		[19, 15, 13, 8]	12
9		[19, 15, 13, 8, 9]	19
10		[19, 15, 13, 8, 9, 10]	26
11		[19, 15, 13, 8, 9, 11]	29
12		[19, 15, 13, 8, 12]	18
13		[19, 15, 13]	8
14		[19, 15, 13, 14]	15
15		[19, 15]	7
16		[19, 15, 13, 16]	16
17		[19, 15, 17]	17
18		[19, 15, 13, 16, 18]	25
19		[19]	1


Forwarding Table for Node 0 at TIME_STEP 17:
Destination	Path	Cost
1		[1]	2
2		[1, 2]	8
3		[1, 2, 8, 3]	12
4		[1, 2, 7, 4]	20
5		[1, 2, 8, 6, 5]	21
6		[1, 2, 8, 6]	17
7		[1, 2, 7]	17
8		[1, 2, 8]	9
9		[1, 2, 8, 9]	11
10		[1, 2, 8, 9, 10]	20
11		[1, 2, 8, 9, 11]	15
12		[1, 2, 8, 12]	12
13		[19, 15, 13]	12
14		[19, 15, 13, 14]	22
15		[19, 15]	5
16		[19, 15, 13, 16]	20
17		[19, 15, 17]	12
18		[19, 15, 13, 16, 18]	23
19		[19]	1


Forwarding Table for Node 0 at TIME_STEP 18:
Destination	Path	Cost
1		[1]	7
2		[1, 2]	13
3		[1, 2, 13, 8, 3]	19
4		[1, 2, 7, 4]	21
5		[1, 2, 7, 4, 5]	22
6		[1, 2, 7, 6]	22
7		[1, 2, 7]	19
8		[1, 2, 13, 8]	16
9		[1, 2, 13, 8, 9]	19
10		[1, 2, 13, 8, 9, 10]	22
11		[1, 2, 13, 8, 9, 11]	24
12		[1, 2, 13, 8, 12]	20
13		[1, 2, 13]	15
14		[1, 2, 13, 14]	16
15		[19, 15]	9
16		[1, 2, 13, 16]	17
17		[19, 15, 17]	10
18		[1, 2, 13, 16, 18]	21
19		[19]	2


Forwarding Table for Node 0 at TIME_STEP 19:
Destination	Path	Cost
1		[1]	3
2		[1, 2]	7
3		[1, 2, 3]	11
4		[1, 2, 7, 4]	20
5		[1, 2, 8, 6, 5]	22
6		[1, 2, 8, 6]	16
7		[1, 2, 7]	14
8		[1, 2, 8]	10
9		[1, 2, 8, 9]	15
10		[1, 2, 8, 9, 10]	17
11		[1, 2, 8, 9, 11]	22
12		[1, 2, 8, 9, 12]	17
13		[1, 2, 13]	16
14		[1, 2, 13, 14]	26
15		[19, 15]	17
16		[1, 2, 13, 16]	22
17		[19, 15, 17]	22
18		[1, 2, 13, 16, 18]	24
19		[19]	8


