Forwarding Table for Node 11 at TIME_STEP 0:
Destination	Path	Cost
2		[9, 8, 2]	12
3		[9, 8, 2, 3]	14
4		[9, 8, 6, 5, 4]	19
5		[9, 8, 6, 5]	18
6		[9, 8, 6]	13
7		[9, 8, 2, 7]	17
8		[9, 8]	10
9		[9]	9
10		[9, 10]	17
12		[9, 12]	11
13		[9, 8, 2, 13]	16
14		[9, 8, 2, 13, 14]	23
15		[9, 8, 2, 13, 15]	24
16		[9, 8, 2, 13, 16]	26
17		[9, 8, 2, 13, 15, 17]	32
18		[9, 8, 2, 13, 16, 18]	36
19		[9, 8, 2, 13, 15, 19]	25


Forwarding Table for Node 11 at TIME_STEP 5:
Destination	Path	Cost
0		[9, 8, 13, 15, 19, 0]	25
1		[9, 8, 3, 2, 1]	25
2		[9, 8, 3, 2]	17
3		[9, 8, 3]	12
4		[9, 8, 6, 5, 4]	17
5		[9, 8, 6, 5]	16
6		[9, 8, 6]	12
7		[9, 8, 6, 7]	14
8		[9, 8]	10
9		[9]	5
10		[9, 10]	9
12		[9, 12]	12
13		[9, 8, 13]	17
14		[9, 8, 13, 14]	26
15		[9, 8, 13, 15]	21
16		[9, 8, 13, 16]	19
17		[9, 8, 13, 15, 17]	28
18		[9, 8, 13, 16, 18]	22
19		[9, 8, 13, 15, 19]	22


Forwarding Table for Node 11 at TIME_STEP 6:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	20
1		[9, 8, 2, 1]	11
2		[9, 8, 2]	9
3		[9, 8, 3]	13
4		[9, 8, 2, 7, 4]	19
5		[9, 8, 6, 5]	20
6		[9, 8, 6]	14
7		[9, 8, 2, 7]	15
8		[9, 8]	6
9		[9]	1
10		[9, 10]	11
12		[9, 12]	4
13		[9, 8, 13]	13
14		[9, 8, 13, 14]	16
15		[9, 8, 13, 15]	19
16		[9, 8, 13, 16]	23
17		[9, 8, 13, 15, 17]	29
18		[9, 8, 13, 16, 18]	24
19		[9, 8, 13, 15, 19]	21


Forwarding Table for Node 11 at TIME_STEP 7:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	17
1		[9, 8, 2, 1]	15
2		[9, 8, 2]	11
3		[9, 8, 3]	9
4		[9, 8, 6, 7, 4]	15
5		[9, 8, 6, 5]	11
6		[9, 8, 6]	8
7		[9, 8, 6, 7]	14
8		[9, 8]	3
9		[9]	2
10		[9, 10]	9
12		[9, 12]	5
13		[9, 8, 13]	13
14		[9, 8, 13, 14]	23
15		[9, 8, 13, 15]	18
16		[9, 8, 13, 16]	20
17		[9, 8, 13, 15, 17]	28
18		[9, 8, 13, 16, 18]	25
19		[9, 8, 2, 1, 0, 19]	18


Forwarding Table for Node 11 at TIME_STEP 8:
Destination	Path	Cost
0		[9, 8, 13, 15, 19, 0]	26
1		[9, 8, 2, 1]	21
2		[9, 8, 2]	12
3		[9, 8, 2, 3]	17
4		[9, 8, 2, 7, 4]	24
5		[9, 8, 6, 5]	20
6		[9, 8, 6]	13
7		[9, 8, 2, 7]	20
8		[9, 8]	10
9		[9]	4
10		[9, 10]	11
12		[9, 12]	6
13		[9, 8, 13]	12
14		[9, 8, 13, 14]	15
15		[9, 8, 13, 15]	14
16		[9, 8, 13, 16]	22
17		[9, 8, 13, 15, 17]	17
18		[9, 8, 13, 16, 18]	24
19		[9, 8, 13, 15, 19]	16


Forwarding Table for Node 11 at TIME_STEP 9:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	28
1		[9, 8, 2, 1]	22
2		[9, 8, 2]	13
3		[9, 8, 3]	14
4		[9, 8, 3, 7, 4]	22
5		[9, 8, 6, 5]	25
6		[9, 8, 6]	21
7		[9, 8, 3, 7]	15
8		[9, 8]	12
9		[9]	3
10		[9, 10]	9
12		[9, 12]	12
13		[9, 8, 13]	13
14		[9, 8, 13, 14]	18
15		[9, 8, 13, 15]	22
16		[9, 8, 13, 16]	20
17		[9, 8, 13, 15, 17]	32
18		[9, 8, 13, 16, 18]	28
19		[9, 8, 13, 15, 19]	29


Forwarding Table for Node 11 at TIME_STEP 10:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	26
1		[9, 8, 2, 1]	25
2		[9, 8, 2]	16
3		[9, 8, 2, 3]	17
4		[9, 8, 2, 7, 4]	21
5		[9, 8, 2, 7, 6, 5]	24
6		[9, 8, 2, 7, 6]	19
7		[9, 8, 2, 7]	18
8		[9, 8]	15
9		[9]	6
10		[9, 10]	13
12		[9, 12]	16
13		[9, 8, 13]	20
14		[9, 8, 13, 14]	25
15		[9, 8, 13, 15]	21
16		[9, 8, 13, 16]	29
17		[9, 8, 13, 15, 17]	25
18		[9, 8, 13, 16, 18]	34
19		[9, 8, 13, 15, 19]	27


Forwarding Table for Node 11 at TIME_STEP 11:
Destination	Path	Cost
0		[9, 12, 8, 13, 15, 19, 0]	24
1		[9, 12, 8, 2, 1]	19
2		[9, 12, 8, 2]	17
3		[9, 12, 8, 3]	11
4		[9, 12, 8, 6, 5, 4]	22
5		[9, 12, 8, 6, 5]	17
6		[9, 12, 8, 6]	14
7		[9, 12, 8, 3, 7]	16
8		[9, 12, 8]	9
9		[9]	1
10		[9, 10]	9
12		[9, 12]	5
13		[9, 12, 8, 13]	15
14		[9, 12, 8, 13, 14]	22
15		[9, 12, 8, 13, 15]	16
16		[9, 12, 8, 13, 16]	21
17		[9, 12, 8, 13, 15, 17]	19
18		[9, 12, 8, 13, 16, 18]	23
19		[9, 12, 8, 13, 15, 19]	19


Forwarding Table for Node 11 at TIME_STEP 12:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	33
1		[9, 8, 2, 1]	27
2		[9, 8, 2]	20
3		[9, 8, 3]	19
4		[9, 8, 6, 7, 4]	22
5		[9, 8, 6, 5]	22
6		[9, 8, 6]	13
7		[9, 8, 6, 7]	18
8		[9, 8]	12
9		[9]	9
10		[9, 10]	12
12		[9, 12]	10
13		[9, 8, 13]	18
14		[9, 8, 13, 14]	23
15		[9, 8, 13, 15]	28
16		[9, 8, 13, 16]	22
17		[9, 8, 13, 15, 17]	29
18		[9, 8, 13, 16, 18]	24
19		[9, 8, 13, 15, 19]	33


Forwarding Table for Node 11 at TIME_STEP 13:
Destination	Path	Cost
0		[9, 12, 8, 2, 1, 0]	30
1		[9, 12, 8, 2, 1]	21
2		[9, 12, 8, 2]	17
3		[9, 12, 8, 3]	17
4		[9, 12, 8, 6, 7, 4]	31
5		[9, 12, 8, 6, 5]	31
6		[9, 12, 8, 6]	22
7		[9, 12, 8, 6, 7]	23
8		[9, 12, 8]	15
9		[9]	8
10		[9, 10]	9
12		[9, 12]	10
13		[9, 12, 8, 13]	18
14		[9, 12, 8, 13, 14]	27
15		[9, 12, 8, 13, 15]	24
16		[9, 12, 8, 13, 16]	24
17		[9, 12, 8, 13, 15, 17]	33
18		[9, 12, 8, 13, 16, 18]	27
19		[9, 12, 8, 13, 15, 19]	31


Forwarding Table for Node 11 at TIME_STEP 14:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	19
1		[9, 8, 2, 1]	18
2		[9, 8, 2]	16
3		[9, 8, 3]	10
4		[9, 8, 3, 7, 4]	19
5		[9, 8, 3, 7, 4, 5]	20
6		[9, 8, 6]	12
7		[9, 8, 3, 7]	15
8		[9, 8]	6
9		[9]	5
10		[9, 10]	13
12		[9, 12]	10
13		[9, 8, 13]	16
14		[9, 8, 13, 14]	20
15		[9, 8, 13, 15]	20
16		[9, 8, 13, 16]	19
17		[9, 8, 13, 15, 17]	25
18		[9, 8, 13, 16, 18]	21
19		[9, 8, 13, 15, 19]	21


Forwarding Table for Node 11 at TIME_STEP 15:
Destination	Path	Cost
0		[9, 8, 13, 15, 19, 0]	29
1		[9, 8, 2, 1]	23
2		[9, 8, 2]	16
3		[9, 8, 3]	15
4		[9, 8, 6, 5, 4]	18
5		[9, 8, 6, 5]	15
6		[9, 8, 6]	14
7		[9, 8, 3, 7]	21
8		[9, 8]	10
9		[9]	8
10		[9, 10]	10
12		[9, 12]	12
13		[9, 8, 13]	13
14		[9, 8, 13, 14]	20
15		[9, 8, 13, 15]	20
16		[9, 8, 13, 16]	14
17		[9, 8, 13, 15, 17]	28
18		[9, 8, 13, 16, 18]	21
19		[9, 8, 13, 15, 19]	21


Forwarding Table for Node 11 at TIME_STEP 16:
Destination	Path	Cost
0		[9, 12, 8, 2, 1, 0]	27
1		[9, 12, 8, 2, 1]	24
2		[9, 12, 8, 2]	22
3		[9, 12, 8, 3]	21
4		[9, 12, 8, 6, 5, 4]	24
5		[9, 12, 8, 6, 5]	17
6		[9, 12, 8, 6]	16
7		[9, 12, 8, 6, 7]	19
8		[9, 12, 8]	12
9		[9]	5
10		[9, 10]	13
12		[9, 12]	11
13		[9, 12, 8, 13]	15
14		[9, 12, 8, 13, 14]	22
15		[9, 12, 8, 13, 15]	16
16		[9, 12, 8, 13, 16]	23
17		[9, 12, 8, 13, 15, 17]	26
18		[9, 12, 8, 13, 16, 18]	32
19		[9, 12, 8, 13, 15, 19]	22


Forwarding Table for Node 11 at TIME_STEP 17:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	28
1		[9, 8, 2, 1]	23
2		[9, 8, 2]	13
3		[9, 8, 3]	14
4		[9, 8, 3, 7, 4]	29
5		[9, 8, 6, 5]	23
6		[9, 8, 6]	19
7		[9, 8, 3, 7]	20
8		[9, 8]	9
9		[9]	5
10		[9, 10]	9
12		[9, 12]	7
13		[9, 8, 13]	11
14		[9, 8, 13, 14]	21
15		[9, 8, 13, 15]	21
16		[9, 8, 13, 16]	19
17		[9, 8, 13, 15, 17]	28
18		[9, 8, 13, 16, 18]	22
19		[9, 8, 13, 15, 19]	25


Forwarding Table for Node 11 at TIME_STEP 18:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	20
1		[9, 8, 2, 1]	18
2		[9, 8, 2]	17
3		[9, 8, 3]	22
4		[9, 8, 2, 7, 4]	24
5		[9, 8, 2, 7, 4, 5]	25
6		[9, 8, 6]	22
7		[9, 8, 2, 7]	23
8		[9, 8]	13
9		[9]	9
10		[9, 10]	15
12		[9, 12]	12
13		[9, 8, 2, 13]	19
14		[9, 8, 2, 13, 14]	20
15		[9, 8, 2, 13, 15]	22
16		[9, 8, 2, 13, 16]	21
17		[9, 8, 2, 13, 15, 17]	23
18		[9, 8, 2, 13, 16, 18]	25
19		[9, 8, 2, 1, 0, 19]	22


Forwarding Table for Node 11 at TIME_STEP 19:
Destination	Path	Cost
0		[9, 8, 13, 2, 1, 0]	23
1		[9, 8, 13, 2, 1]	20
2		[9, 8, 13, 2]	16
3		[9, 8, 3]	18
4		[9, 8, 6, 7, 4]	29
5		[9, 8, 6, 5]	26
6		[9, 8, 6]	20
7		[9, 8, 6, 7]	21
8		[9, 8]	11
9		[9]	1
10		[9, 10]	5
12		[9, 12]	2
13		[9, 8, 13]	15
14		[9, 8, 13, 14]	25
15		[9, 8, 13, 15]	17
16		[9, 8, 13, 16]	21
17		[9, 8, 13, 15, 17]	22
18		[9, 8, 13, 16, 18]	23
19		[9, 8, 13, 15, 19]	26


