Forwarding Table for Node 10 at TIME_STEP 0:
Destination	Path	Cost
1		[9, 8, 2, 1]	11
2		[9, 8, 2]	7
3		[9, 8, 2, 3]	9
4		[9, 8, 6, 5, 4]	15
5		[9, 8, 6, 5]	14
6		[9, 8, 6]	8
7		[9, 8, 6, 7]	10
8		[9, 8]	5
9		[9]	4
11		[9, 11]	8
12		[9, 12]	6
13		[9, 8, 2, 13]	11
14		[9, 8, 2, 13, 14]	18
15		[9, 8, 2, 13, 15]	19
16		[9, 8, 2, 13, 16]	21
17		[9, 8, 2, 13, 15, 17]	26
18		[9, 8, 2, 13, 16, 18]	31
19		[9, 8, 2, 1, 0, 19]	25


Forwarding Table for Node 10 at TIME_STEP 5:
Destination	Path	Cost
0		[9, 8, 3, 2, 1, 0]	27
1		[9, 8, 3, 2, 1]	22
2		[9, 8, 3, 2]	14
3		[9, 8, 3]	9
4		[9, 8, 6, 5, 4]	15
5		[9, 8, 6, 5]	14
6		[9, 8, 6]	9
7		[9, 8, 3, 7]	14
8		[9, 8]	7
9		[9]	2
11		[9, 11]	10
12		[9, 12]	9
13		[9, 8, 13]	14
14		[9, 8, 13, 14]	23
15		[9, 8, 13, 15]	18
16		[9, 8, 13, 16]	16
17		[9, 8, 13, 15, 17]	27
18		[9, 8, 13, 16, 18]	26
19		[9, 8, 13, 15, 19]	27


Forwarding Table for Node 10 at TIME_STEP 6:
Destination	Path	Cost
0		[9, 12, 8, 2, 1, 0]	28
1		[9, 12, 8, 2, 1]	19
2		[9, 12, 8, 2]	17
3		[9, 12, 8, 3]	21
4		[9, 12, 8, 6, 5, 4]	25
5		[9, 12, 8, 6, 5]	24
6		[9, 12, 8, 6]	22
7		[9, 12, 8, 2, 7]	23
8		[9, 12, 8]	14
9		[9]	10
11		[9, 11]	14
12		[9, 12]	13
13		[9, 12, 8, 13]	21
14		[9, 12, 8, 13, 14]	24
15		[9, 12, 8, 13, 15]	27
16		[9, 12, 8, 13, 16]	31
17		[9, 12, 8, 13, 15, 17]	34
18		[9, 12, 8, 13, 16, 18]	40
19		[9, 12, 8, 13, 15, 19]	30


Forwarding Table for Node 10 at TIME_STEP 7:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	25
1		[9, 8, 2, 1]	23
2		[9, 8, 2]	19
3		[9, 8, 3]	17
4		[9, 8, 3, 7, 4]	24
5		[9, 8, 6, 5]	21
6		[9, 8, 6]	16
7		[9, 8, 3, 7]	23
8		[9, 8]	11
9		[9]	10
11		[9, 11]	13
12		[9, 12]	13
13		[9, 8, 13]	21
14		[9, 8, 13, 14]	31
15		[9, 8, 13, 15]	26
16		[9, 8, 13, 16]	28
17		[9, 8, 13, 15, 17]	29
18		[9, 8, 13, 16, 18]	29
19		[9, 8, 2, 1, 0, 19]	26


Forwarding Table for Node 10 at TIME_STEP 8:
Destination	Path	Cost
0		[9, 12, 8, 13, 15, 19, 0]	28
1		[9, 12, 8, 2, 1]	20
2		[9, 12, 8, 2]	11
3		[9, 12, 8, 2, 3]	16
4		[9, 12, 8, 2, 7, 4]	23
5		[9, 12, 8, 6, 5]	19
6		[9, 12, 8, 6]	12
7		[9, 12, 8, 2, 7]	19
8		[9, 12, 8]	9
9		[9]	6
11		[9, 11]	16
12		[9, 12]	8
13		[9, 12, 8, 13]	11
14		[9, 12, 8, 13, 14]	14
15		[9, 12, 8, 13, 15]	13
16		[9, 12, 8, 13, 16]	21
17		[9, 12, 8, 13, 15, 17]	18
18		[9, 12, 8, 13, 16, 18]	31
19		[9, 12, 8, 13, 15, 19]	18


Forwarding Table for Node 10 at TIME_STEP 9:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	30
1		[9, 8, 2, 1]	24
2		[9, 8, 2]	15
3		[9, 8, 3]	16
4		[9, 8, 3, 7, 4]	24
5		[9, 8, 3, 7, 4, 5]	27
6		[9, 8, 6]	23
7		[9, 8, 3, 7]	17
8		[9, 8]	14
9		[9]	5
11		[9, 11]	10
12		[9, 12]	14
13		[9, 8, 13]	15
14		[9, 8, 13, 14]	20
15		[9, 8, 13, 15]	24
16		[9, 8, 13, 16]	22
17		[9, 8, 13, 15, 17]	32
18		[9, 8, 13, 16, 18]	29
19		[9, 8, 13, 15, 19]	28


Forwarding Table for Node 10 at TIME_STEP 10:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	27
1		[9, 8, 2, 1]	26
2		[9, 8, 2]	17
3		[9, 8, 2, 3]	18
4		[9, 8, 2, 7, 4]	22
5		[9, 8, 2, 7, 6, 5]	25
6		[9, 8, 2, 7, 6]	20
7		[9, 8, 2, 7]	19
8		[9, 8]	16
9		[9]	7
11		[9, 11]	13
12		[9, 12]	17
13		[9, 8, 13]	21
14		[9, 8, 13, 14]	26
15		[9, 8, 13, 15]	22
16		[9, 8, 13, 16]	30
17		[9, 8, 13, 15, 17]	26
18		[9, 8, 13, 16, 18]	32
19		[9, 8, 13, 15, 19]	25


Forwarding Table for Node 10 at TIME_STEP 11:
Destination	Path	Cost
0		[9, 12, 8, 13, 15, 19, 0]	28
1		[9, 12, 8, 2, 1]	23
2		[9, 12, 8, 2]	21
3		[9, 12, 8, 3]	15
4		[9, 12, 8, 6, 5, 4]	26
5		[9, 12, 8, 6, 5]	21
6		[9, 12, 8, 6]	18
7		[9, 12, 8, 3, 7]	20
8		[9, 12, 8]	13
9		[9]	5
11		[9, 11]	9
12		[9, 12]	9
13		[9, 12, 8, 13]	19
14		[9, 12, 8, 13, 14]	26
15		[9, 12, 8, 13, 15]	20
16		[9, 12, 8, 13, 16]	25
17		[9, 12, 8, 13, 15, 17]	23
18		[9, 12, 8, 13, 16, 18]	33
19		[9, 12, 8, 13, 15, 19]	23


Forwarding Table for Node 10 at TIME_STEP 12:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	28
1		[9, 8, 2, 1]	22
2		[9, 8, 2]	15
3		[9, 8, 3]	14
4		[9, 8, 6, 7, 4]	20
5		[9, 8, 6, 5]	14
6		[9, 8, 6]	8
7		[9, 8, 6, 7]	16
8		[9, 8]	7
9		[9]	4
11		[9, 11]	8
12		[9, 12]	5
13		[9, 8, 13]	13
14		[9, 8, 13, 14]	18
15		[9, 8, 13, 15]	23
16		[9, 8, 13, 16]	17
17		[9, 8, 13, 15, 17]	30
18		[9, 8, 13, 16, 18]	18
19		[9, 8, 13, 15, 19]	32


Forwarding Table for Node 10 at TIME_STEP 13:
Destination	Path	Cost
0		[9, 12, 8, 2, 1, 0]	28
1		[9, 12, 8, 2, 1]	19
2		[9, 12, 8, 2]	15
3		[9, 12, 8, 3]	15
4		[9, 12, 8, 2, 7, 4]	31
5		[9, 12, 8, 6, 5]	30
6		[9, 12, 8, 6]	20
7		[9, 12, 8, 2, 7]	23
8		[9, 12, 8]	13
9		[9]	8
11		[9, 11]	12
12		[9, 12]	10
13		[9, 12, 8, 13]	16
14		[9, 12, 8, 13, 14]	25
15		[9, 12, 8, 13, 15]	22
16		[9, 12, 8, 13, 16]	22
17		[9, 12, 8, 13, 15, 17]	23
18		[9, 12, 8, 13, 16, 18]	28
19		[9, 12, 8, 13, 15, 19]	30


Forwarding Table for Node 10 at TIME_STEP 14:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	22
1		[9, 8, 2, 1]	21
2		[9, 8, 2]	19
3		[9, 8, 3]	13
4		[9, 8, 3, 7, 4]	22
5		[9, 8, 6, 5]	19
6		[9, 8, 6]	15
7		[9, 8, 3, 7]	18
8		[9, 8]	9
9		[9]	8
11		[9, 11]	17
12		[9, 12]	13
13		[9, 8, 13]	19
14		[9, 8, 13, 14]	23
15		[9, 8, 13, 15]	23
16		[9, 8, 13, 16]	22
17		[9, 8, 13, 15, 17]	28
18		[9, 8, 13, 16, 18]	23
19		[9, 8, 2, 1, 0, 19]	25


Forwarding Table for Node 10 at TIME_STEP 15:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	24
1		[9, 8, 2, 1]	16
2		[9, 8, 2]	9
3		[9, 8, 3]	8
4		[9, 8, 6, 7, 4]	12
5		[9, 8, 6, 5]	16
6		[9, 8, 6]	7
7		[9, 8, 6, 7]	11
8		[9, 8]	3
9		[9]	1
11		[9, 11]	10
12		[9, 12]	5
13		[9, 8, 13]	6
14		[9, 8, 13, 14]	13
15		[9, 8, 13, 15]	13
16		[9, 8, 13, 16]	7
17		[9, 8, 13, 15, 17]	14
18		[9, 8, 13, 16, 18]	8
19		[9, 8, 13, 15, 19]	17


Forwarding Table for Node 10 at TIME_STEP 16:
Destination	Path	Cost
0		[9, 8, 13, 15, 19, 0]	27
1		[9, 8, 2, 1]	26
2		[9, 8, 2]	24
3		[9, 8, 3]	23
4		[9, 8, 6, 5, 4]	27
5		[9, 8, 6, 5]	20
6		[9, 8, 6]	18
7		[9, 8, 6, 7]	24
8		[9, 8]	14
9		[9]	6
11		[9, 11]	12
12		[9, 12]	12
13		[9, 8, 13]	17
14		[9, 8, 13, 14]	24
15		[9, 8, 13, 15]	18
16		[9, 8, 13, 16]	25
17		[9, 8, 13, 15, 17]	23
18		[9, 8, 13, 16, 18]	27
19		[9, 8, 13, 15, 19]	21


Forwarding Table for Node 10 at TIME_STEP 17:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	27
1		[9, 8, 2, 1]	22
2		[9, 8, 2]	12
3		[9, 8, 3]	13
4		[9, 8, 3, 7, 4]	28
5		[9, 8, 6, 5]	22
6		[9, 8, 6]	18
7		[9, 8, 3, 7]	19
8		[9, 8]	8
9		[9]	4
11		[9, 11]	12
12		[9, 12]	6
13		[9, 8, 13]	10
14		[9, 8, 13, 14]	20
15		[9, 8, 13, 15]	20
16		[9, 8, 13, 16]	18
17		[9, 8, 13, 15, 17]	27
18		[9, 8, 13, 16, 18]	22
19		[9, 8, 13, 15, 19]	24


Forwarding Table for Node 10 at TIME_STEP 18:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	19
1		[9, 8, 2, 1]	17
2		[9, 8, 2]	16
3		[9, 8, 3]	21
4		[9, 8, 2, 7, 4]	23
5		[9, 8, 6, 5]	24
6		[9, 8, 6]	21
7		[9, 8, 2, 7]	22
8		[9, 8]	12
9		[9]	8
11		[9, 11]	9
12		[9, 12]	11
13		[9, 8, 2, 13]	18
14		[9, 8, 2, 13, 14]	19
15		[9, 8, 2, 13, 15]	21
16		[9, 8, 2, 13, 16]	20
17		[9, 8, 2, 13, 15, 17]	26
18		[9, 8, 2, 13, 16, 18]	29
19		[9, 8, 2, 1, 0, 19]	21


Forwarding Table for Node 10 at TIME_STEP 19:
Destination	Path	Cost
0		[9, 12, 8, 13, 2, 1, 0]	19
1		[9, 12, 8, 13, 2, 1]	16
2		[9, 12, 8, 13, 2]	12
3		[9, 12, 8, 3]	14
4		[9, 12, 8, 13, 2, 7, 4]	27
5		[9, 12, 8, 6, 5]	25
6		[9, 12, 8, 6]	16
7		[9, 12, 8, 13, 2, 7]	19
8		[9, 12, 8]	7
9		[9]	2
11		[9, 11]	6
12		[9, 12]	3
13		[9, 12, 8, 13]	11
14		[9, 12, 8, 13, 14]	21
15		[9, 12, 8, 13, 15]	13
16		[9, 12, 8, 13, 16]	17
17		[9, 12, 8, 13, 15, 17]	21
18		[9, 12, 8, 13, 16, 18]	27
19		[9, 12, 8, 13, 15, 19]	17


