Forwarding Table for Node 17 at TIME_STEP 0:
Destination	Path	Cost
18		[15, 13, 16, 18]	33
19		[15, 19]	12


Forwarding Table for Node 17 at TIME_STEP 5:
Destination	Path	Cost
0		[15, 19, 0]	19
1		[15, 13, 2, 1]	23
2		[15, 13, 2]	15
3		[15, 13, 8, 3]	14
4		[15, 13, 8, 6, 5, 4]	20
5		[15, 13, 8, 6, 5]	19
6		[15, 13, 8, 6]	14
7		[15, 13, 2, 7]	18
8		[15, 13, 8]	12
9		[15, 13, 8, 9]	20
10		[15, 13, 8, 9, 10]	24
11		[15, 13, 8, 9, 11]	28
12		[15, 13, 8, 12]	16
13		[15, 13]	6
14		[15, 13, 14]	9
15		[15]	3
16		[15, 13, 16]	9
18		[15, 13, 16, 18]	19
19		[15, 19]	12


Forwarding Table for Node 17 at TIME_STEP 6:
Destination	Path	Cost
0		[15, 19, 0]	11
1		[15, 19, 0, 1]	19
2		[15, 13, 2]	17
3		[15, 13, 2, 3]	24
4		[15, 13, 2, 7, 4]	27
5		[15, 13, 2, 8, 6, 5]	29
6		[15, 13, 2, 8, 6]	27
7		[15, 13, 2, 7]	23
8		[15, 13, 2, 8]	19
9		[15, 13, 2, 8, 9]	23
10		[15, 13, 2, 8, 9, 10]	33
11		[15, 13, 2, 8, 9, 11]	27
12		[15, 13, 2, 8, 9, 12]	26
13		[15, 13]	13
14		[15, 13, 14]	15
15		[15]	3
16		[15, 13, 16]	18
18		[15, 13, 16, 18]	27
19		[15, 19]	6


Forwarding Table for Node 17 at TIME_STEP 7:
Destination	Path	Cost
0		[15, 19, 0]	18
1		[15, 13, 2, 1]	22
2		[15, 13, 2]	18
3		[15, 13, 2, 3]	25
4		[15, 13, 2, 7, 4]	25
5		[15, 13, 8, 6, 5]	32
6		[15, 13, 8, 6]	27
7		[15, 13, 2, 7]	24
8		[15, 13, 8]	22
9		[15, 13, 8, 12, 9]	28
10		[15, 13, 8, 12, 9, 10]	35
11		[15, 13, 8, 12, 9, 11]	31
12		[15, 13, 8, 12]	25
13		[15, 13]	12
14		[15, 13, 14]	22
15		[15]	7
16		[15, 13, 16]	19
18		[15, 13, 16, 18]	20
19		[15, 19]	14


Forwarding Table for Node 17 at TIME_STEP 8:
Destination	Path	Cost
0		[15, 19, 0]	13
1		[15, 19, 0, 1]	19
2		[15, 13, 2]	13
3		[15, 13, 2, 3]	18
4		[15, 13, 2, 7, 4]	25
5		[15, 13, 8, 6, 5]	24
6		[15, 13, 8, 6]	17
7		[15, 13, 2, 7]	21
8		[15, 13, 8]	14
9		[15, 13, 8, 9]	19
10		[15, 13, 8, 9, 10]	26
11		[15, 13, 8, 9, 11]	29
12		[15, 13, 8, 12]	20
13		[15, 13]	12
14		[15, 13, 14]	15
15		[15]	3
16		[15, 13, 16]	22
18		[15, 13, 16, 18]	32
19		[15, 19]	8


Forwarding Table for Node 17 at TIME_STEP 9:
Destination	Path	Cost
0		[15, 19, 0]	13
1		[15, 19, 0, 1]	17
2		[15, 13, 8, 2]	17
3		[15, 13, 8, 3]	18
4		[15, 13, 8, 3, 7, 4]	26
5		[15, 13, 8, 3, 7, 4, 5]	29
6		[15, 13, 8, 6]	25
7		[15, 13, 8, 3, 7]	19
8		[15, 13, 8]	16
9		[15, 13, 8, 9]	23
10		[15, 13, 8, 9, 10]	29
11		[15, 13, 8, 9, 11]	28
12		[15, 13, 8, 12]	25
13		[15, 13]	11
14		[15, 13, 14]	16
15		[15]	6
16		[15, 13, 16]	18
18		[15, 13, 16, 18]	25
19		[15, 19]	10


Forwarding Table for Node 17 at TIME_STEP 10:
Destination	Path	Cost
0		[15, 19, 0]	15
1		[15, 19, 0, 1]	25
2		[15, 13, 2]	17
3		[15, 13, 2, 3]	18
4		[15, 13, 2, 7, 4]	22
5		[15, 13, 2, 7, 6, 5]	25
6		[15, 13, 2, 7, 6]	20
7		[15, 13, 2, 7]	19
8		[15, 13, 2, 8]	19
9		[15, 13, 2, 8, 12, 9]	24
10		[15, 13, 2, 8, 12, 9, 10]	31
11		[15, 13, 2, 8, 12, 9, 11]	30
12		[15, 13, 2, 8, 12]	20
13		[15, 13]	13
14		[15, 13, 14]	20
15		[15]	4
16		[15, 13, 16]	15
18		[15, 13, 16, 18]	17
19		[15, 19]	7


Forwarding Table for Node 17 at TIME_STEP 11:
Destination	Path	Cost
0		[15, 13, 2, 1, 0]	16
1		[15, 13, 2, 1]	11
2		[15, 13, 2]	9
3		[15, 13, 2, 3]	11
4		[15, 13, 2, 7, 4]	22
5		[15, 13, 2, 7, 6, 5]	17
6		[15, 13, 2, 7, 6]	14
7		[15, 13, 2, 7]	13
8		[15, 13, 2, 8]	11
9		[15, 13, 2, 8, 9]	13
10		[15, 13, 2, 8, 9, 10]	21
11		[15, 13, 2, 8, 9, 11]	17
12		[15, 13, 2, 8, 12]	16
13		[15, 13]	7
14		[15, 13, 14]	14
15		[15]	6
16		[15, 13, 16]	13
18		[15, 13, 16, 18]	21
19		[15, 19]	13


Forwarding Table for Node 17 at TIME_STEP 12:
Destination	Path	Cost
0		[15, 19, 0]	28
1		[15, 13, 2, 1]	30
2		[15, 13, 2]	23
3		[15, 13, 8, 3]	23
4		[15, 13, 8, 6, 7, 4]	29
5		[15, 13, 8, 6, 5]	23
6		[15, 13, 8, 6]	17
7		[15, 13, 8, 6, 7]	25
8		[15, 13, 8]	16
9		[15, 13, 8, 9]	20
10		[15, 13, 8, 9, 10]	23
11		[15, 13, 8, 9, 11]	24
12		[15, 13, 8, 9, 12]	21
13		[15, 13]	13
14		[15, 13, 14]	16
15		[15]	9
16		[15, 13, 16]	17
18		[15, 13, 16, 18]	18
19		[15, 19]	18


Forwarding Table for Node 17 at TIME_STEP 13:
Destination	Path	Cost
0		[15, 19, 0]	14
1		[15, 19, 0, 1]	20
2		[15, 13, 2]	16
3		[15, 13, 8, 3]	19
4		[15, 13, 2, 7, 4]	32
5		[15, 13, 8, 6, 5]	34
6		[15, 13, 8, 6]	24
7		[15, 13, 2, 7]	24
8		[15, 13, 8]	17
9		[15, 13, 8, 12, 9]	23
10		[15, 13, 8, 12, 9, 10]	24
11		[15, 13, 8, 12, 9, 11]	27
12		[15, 13, 8, 12]	18
13		[15, 13]	10
14		[15, 13, 14]	19
15		[15]	2
16		[15, 13, 16]	17
18		[15, 13, 16, 18]	23
19		[15, 19]	10


Forwarding Table for Node 17 at TIME_STEP 14:
Destination	Path	Cost
0		[15, 19, 0]	10
1		[15, 19, 0, 1]	14
2		[15, 13, 2]	13
3		[15, 13, 2, 3]	21
4		[15, 13, 2, 7, 4]	21
5		[15, 13, 2, 7, 4, 5]	22
6		[15, 13, 8, 6]	25
7		[15, 13, 2, 7]	17
8		[15, 13, 8]	19
9		[15, 13, 8, 9]	21
10		[15, 13, 8, 9, 10]	29
11		[15, 13, 8, 9, 11]	30
12		[15, 13, 8, 12]	23
13		[15, 13]	12
14		[15, 13, 14]	13
15		[15]	2
16		[15, 13, 16]	15
18		[15, 13, 16, 18]	16
19		[15, 19]	9


Forwarding Table for Node 17 at TIME_STEP 15:
Destination	Path	Cost
0		[15, 19, 0]	11
1		[15, 19, 0, 1]	17
2		[15, 13, 2]	18
3		[15, 13, 8, 3]	19
4		[15, 13, 8, 6, 7, 4]	23
5		[15, 13, 8, 6, 5]	27
6		[15, 13, 8, 6]	18
7		[15, 13, 8, 6, 7]	22
8		[15, 13, 8]	14
9		[15, 13, 8, 9]	15
10		[15, 13, 8, 9, 10]	17
11		[15, 13, 8, 9, 11]	24
12		[15, 13, 8, 9, 12]	19
13		[15, 13]	10
14		[15, 13, 14]	17
15		[15]	2
16		[15, 13, 16]	11
18		[15, 13, 16, 18]	12
19		[15, 19]	6


Forwarding Table for Node 17 at TIME_STEP 16:
Destination	Path	Cost
0		[15, 19, 0]	23
1		[15, 19, 0, 1]	25
2		[15, 13, 2]	25
3		[15, 13, 8, 3]	28
4		[15, 13, 8, 6, 5, 4]	32
5		[15, 13, 8, 6, 5]	25
6		[15, 13, 8, 6]	23
7		[15, 13, 2, 7]	28
8		[15, 13, 8]	19
9		[15, 13, 8, 9]	22
10		[15, 13, 8, 9, 10]	30
11		[15, 13, 8, 9, 11]	28
12		[15, 13, 8, 12]	21
13		[15, 13]	17
14		[15, 13, 14]	22
15		[15]	10
16		[15, 13, 16]	19
18		[15, 13, 16, 18]	21
19		[15, 19]	13


Forwarding Table for Node 17 at TIME_STEP 17:
Destination	Path	Cost
0		[15, 19, 0]	15
1		[15, 19, 0, 1]	17
2		[15, 13, 2]	20
3		[15, 13, 2, 8, 3]	26
4		[15, 13, 2, 7, 4]	38
5		[15, 13, 2, 8, 6, 5]	35
6		[15, 13, 2, 8, 6]	31
7		[15, 13, 2, 7]	29
8		[15, 13, 2, 8]	21
9		[15, 13, 2, 8, 9]	22
10		[15, 13, 2, 8, 9, 10]	26
11		[15, 13, 2, 8, 9, 11]	30
12		[15, 13, 2, 8, 9, 12]	24
13		[15, 13]	17
14		[15, 13, 14]	27
15		[15]	9
16		[15, 13, 16]	25
18		[15, 13, 16, 18]	29
19		[15, 19]	14


Forwarding Table for Node 17 at TIME_STEP 18:
Destination	Path	Cost
0		[15, 19, 0]	6
1		[15, 13, 2, 1]	11
2		[15, 13, 2]	10
3		[15, 13, 8, 3]	17
4		[15, 13, 2, 7, 4]	17
5		[15, 13, 2, 7, 4, 5]	18
6		[15, 13, 8, 6]	17
7		[15, 13, 2, 7]	16
8		[15, 13, 8]	8
9		[15, 13, 8, 9]	14
10		[15, 13, 8, 9, 10]	20
11		[15, 13, 8, 9, 11]	15
12		[15, 13, 8, 12]	16
13		[15, 13]	7
14		[15, 13, 14]	8
15		[15]	2
16		[15, 13, 16]	9
18		[15, 13, 16, 18]	18
19		[15, 19]	3


Forwarding Table for Node 17 at TIME_STEP 19:
Destination	Path	Cost
0		[15, 19, 0]	11
1		[15, 19, 0, 1]	14
2		[15, 13, 2]	11
3		[15, 13, 2, 3]	15
4		[15, 13, 2, 7, 4]	26
5		[15, 13, 8, 6, 5]	29
6		[15, 13, 8, 6]	20
7		[15, 13, 2, 7]	18
8		[15, 13, 8]	11
9		[15, 13, 8, 9]	12
10		[15, 13, 8, 9, 10]	16
11		[15, 13, 8, 9, 11]	16
12		[15, 13, 8, 12]	13
13		[15, 13]	10
14		[15, 13, 14]	20
15		[15]	3
16		[15, 13, 16]	16
18		[15, 13, 16, 18]	26
19		[15, 19]	7


