Forwarding Table for Node 1 at TIME_STEP 0:
Destination	Path	Cost
19		[0, 19]	9


Forwarding Table for Node 1 at TIME_STEP 6:
Destination	Path	Cost
0		[0]	9
2		[2]	3
3		[2, 8, 3]	9
4		[2, 7, 4]	13
5		[2, 8, 6, 5]	15
6		[2, 8, 6]	9
7		[2, 7]	9
8		[2, 8]	5
9		[2, 8, 9]	8
10		[2, 8, 9, 10]	18
11		[2, 8, 9, 11]	14
12		[2, 8, 12]	6
13		[2, 13]	10
14		[2, 13, 14]	13
15		[2, 13, 15]	16
16		[2, 13, 16]	20
17		[2, 13, 15, 17]	26
18		[2, 13, 16, 18]	21
19		[2, 13, 15, 19]	18


Forwarding Table for Node 1 at TIME_STEP 7:
Destination	Path	Cost
0		[0]	1
2		[2]	9
3		[2, 3]	16
4		[2, 7, 6, 5, 4]	22
5		[2, 7, 6, 5]	21
6		[2, 7, 6]	18
7		[2, 7]	15
8		[2, 8]	17
9		[2, 8, 9]	18
10		[2, 8, 9, 10]	23
11		[2, 8, 9, 11]	22
12		[2, 8, 12]	22
13		[0, 19, 15, 13]	15
14		[0, 19, 15, 13, 14]	25
15		[0, 19, 15]	10
16		[0, 19, 15, 13, 16]	22
17		[0, 19, 15, 17]	20
18		[0, 19, 15, 13, 16, 18]	27
19		[0, 19]	2


Forwarding Table for Node 1 at TIME_STEP 8:
Destination	Path	Cost
0		[0]	2
2		[2]	1
3		[2, 3]	6
4		[2, 7, 4]	10
5		[2, 7, 4, 5]	16
6		[2, 13, 8, 6]	10
7		[2, 7]	9
8		[2, 13, 8]	7
9		[2, 13, 8, 12, 9]	9
10		[2, 13, 8, 12, 9, 10]	15
11		[2, 13, 8, 12, 9, 11]	18
12		[2, 13, 8, 12]	8
13		[2, 13]	5
14		[2, 13, 14]	8
15		[2, 13, 15]	7
16		[2, 13, 16]	15
17		[2, 13, 15, 17]	10
18		[2, 13, 16, 18]	17
19		[0, 19]	9


Forwarding Table for Node 1 at TIME_STEP 9:
Destination	Path	Cost
0		[0]	5
2		[2]	1
3		[2, 3]	8
4		[2, 3, 7, 4]	12
5		[2, 3, 7, 4, 5]	15
6		[2, 8, 6]	18
7		[2, 3, 7]	9
8		[2, 8]	8
9		[2, 8, 12, 9]	17
10		[2, 8, 12, 9, 10]	18
11		[2, 8, 12, 9, 11]	26
12		[2, 8, 12]	9
13		[2, 13]	5
14		[2, 13, 14]	10
15		[0, 19, 15]	10
16		[2, 13, 16]	12
17		[0, 19, 15, 17]	20
18		[2, 13, 16, 18]	20
19		[0, 19]	7


Forwarding Table for Node 1 at TIME_STEP 10:
Destination	Path	Cost
0		[0]	4
2		[2]	5
3		[2, 3]	6
4		[2, 7, 4]	13
5		[2, 8, 6, 5]	14
6		[2, 8, 6]	9
7		[2, 7]	7
8		[2, 8]	7
9		[2, 8, 9]	17
10		[2, 8, 9, 10]	26
11		[2, 8, 9, 11]	18
12		[2, 8, 12]	16
13		[2, 8, 13]	8
14		[2, 8, 13, 14]	13
15		[2, 8, 13, 15]	9
16		[2, 8, 13, 16]	17
17		[2, 8, 13, 15, 17]	13
18		[2, 8, 13, 16, 18]	22
19		[0, 19]	5


Forwarding Table for Node 1 at TIME_STEP 11:
Destination	Path	Cost
0		[0]	1
2		[2]	8
3		[2, 3]	10
4		[2, 7, 4]	16
5		[2, 7, 6, 5]	19
6		[2, 7, 6]	16
7		[2, 7]	12
8		[2, 8]	10
9		[2, 8, 9]	14
10		[2, 8, 9, 10]	15
11		[2, 8, 9, 11]	20
12		[2, 8, 12]	17
13		[2, 8, 13]	13
14		[2, 8, 13, 14]	20
15		[0, 19, 15]	10
16		[2, 8, 13, 16]	19
17		[0, 19, 15, 17]	13
18		[2, 8, 13, 16, 18]	21
19		[0, 19]	8


Forwarding Table for Node 1 at TIME_STEP 12:
Destination	Path	Cost
0		[0]	9
2		[2]	6
3		[2, 3]	11
4		[2, 7, 4]	11
5		[2, 7, 4, 5]	16
6		[2, 8, 6]	16
7		[2, 7]	8
8		[2, 8]	7
9		[2, 8, 9]	14
10		[2, 8, 9, 10]	22
11		[2, 8, 9, 11]	18
12		[2, 8, 12]	17
13		[2, 8, 13]	11
14		[2, 8, 13, 14]	16
15		[2, 8, 13, 15]	21
16		[2, 8, 13, 16]	15
17		[2, 8, 13, 15, 17]	22
18		[2, 8, 13, 16, 18]	17
19		[0, 19]	16


Forwarding Table for Node 1 at TIME_STEP 13:
Destination	Path	Cost
0		[0]	9
2		[2]	1
3		[2, 3]	5
4		[2, 7, 4]	12
5		[2, 7, 4, 5]	17
6		[2, 8, 6]	13
7		[2, 7]	9
8		[2, 8]	3
9		[2, 8, 9]	7
10		[2, 8, 9, 10]	14
11		[2, 8, 9, 11]	16
12		[2, 8, 9, 12]	10
13		[2, 13]	4
14		[2, 13, 14]	13
15		[2, 13, 15]	10
16		[2, 13, 16]	10
17		[2, 13, 15, 17]	19
18		[2, 13, 16, 18]	13
19		[0, 19]	13


Forwarding Table for Node 1 at TIME_STEP 14:
Destination	Path	Cost
0		[0]	4
2		[2]	2
3		[2, 3]	10
4		[2, 7, 4]	9
5		[2, 7, 4, 5]	10
6		[2, 8, 6]	9
7		[2, 7]	6
8		[2, 8]	8
9		[2, 8, 9]	10
10		[2, 8, 9, 10]	20
11		[2, 8, 9, 11]	13
12		[2, 8, 12]	9
13		[2, 13]	7
14		[2, 13, 14]	11
15		[2, 13, 15]	11
16		[2, 13, 16]	10
17		[2, 13, 15, 17]	16
18		[2, 13, 16, 18]	12
19		[0, 19]	7


Forwarding Table for Node 1 at TIME_STEP 15:
Destination	Path	Cost
0		[0]	3
2		[2]	6
3		[2, 3]	7
4		[2, 3, 7, 4]	16
5		[2, 8, 6, 5]	17
6		[2, 8, 6]	16
7		[2, 3, 7]	13
8		[2, 8]	8
9		[2, 8, 9]	11
10		[2, 8, 9, 10]	19
11		[2, 8, 9, 11]	21
12		[2, 8, 12]	13
13		[2, 13]	9
14		[2, 13, 14]	16
15		[0, 19, 15]	9
16		[2, 13, 16]	10
17		[0, 19, 15, 17]	17
18		[2, 13, 16, 18]	17
19		[0, 19]	4


Forwarding Table for Node 1 at TIME_STEP 16:
Destination	Path	Cost
0		[0]	2
2		[2]	5
3		[2, 3]	8
4		[2, 7, 4]	11
5		[2, 7, 4, 5]	14
6		[2, 7, 6]	14
7		[2, 7]	8
8		[2, 13, 8]	12
9		[2, 13, 8, 9]	19
10		[2, 13, 8, 9, 10]	26
11		[2, 13, 8, 9, 11]	29
12		[2, 13, 8, 12]	18
13		[2, 13]	8
14		[2, 13, 14]	15
15		[0, 19, 15]	9
16		[2, 13, 16]	16
17		[0, 19, 15, 17]	19
18		[2, 13, 16, 18]	25
19		[0, 19]	3


Forwarding Table for Node 1 at TIME_STEP 17:
Destination	Path	Cost
0		[0]	2
2		[2]	6
3		[2, 8, 3]	10
4		[2, 7, 4]	18
5		[2, 8, 6, 5]	19
6		[2, 8, 6]	15
7		[2, 7]	15
8		[2, 8]	7
9		[2, 8, 9]	9
10		[2, 8, 9, 10]	18
11		[2, 8, 9, 11]	13
12		[2, 8, 12]	10
13		[2, 13]	11
14		[2, 13, 14]	21
15		[0, 19, 15]	7
16		[2, 13, 16]	19
17		[0, 19, 15, 17]	14
18		[2, 13, 16, 18]	22
19		[0, 19]	3


Forwarding Table for Node 1 at TIME_STEP 18:
Destination	Path	Cost
0		[0]	7
2		[2]	6
3		[2, 13, 8, 3]	12
4		[2, 7, 4]	14
5		[2, 7, 4, 5]	15
6		[2, 7, 6]	15
7		[2, 7]	12
8		[2, 13, 8]	9
9		[2, 13, 8, 9]	12
10		[2, 13, 8, 9, 10]	15
11		[2, 13, 8, 9, 11]	17
12		[2, 13, 8, 12]	13
13		[2, 13]	8
14		[2, 13, 14]	9
15		[2, 13, 15]	11
16		[2, 13, 16]	10
17		[2, 13, 15, 17]	12
18		[2, 13, 16, 18]	14
19		[0, 19]	9


Forwarding Table for Node 1 at TIME_STEP 19:
Destination	Path	Cost
0		[0]	5
2		[2]	4
3		[2, 3]	8
4		[2, 7, 4]	17
5		[2, 8, 6, 5]	19
6		[2, 8, 6]	13
7		[2, 7]	11
8		[2, 8]	7
9		[2, 8, 9]	12
10		[2, 8, 9, 10]	14
11		[2, 8, 9, 11]	19
12		[2, 8, 9, 12]	14
13		[2, 13]	13
14		[2, 13, 14]	23
15		[2, 13, 15]	15
16		[2, 13, 16]	19
17		[2, 13, 15, 17]	20
18		[2, 13, 16, 18]	21
19		[0, 19]	13


