Forwarding Table for Node 6 at TIME_STEP 0:
Destination	Path	Cost
1		[8, 2, 1]	15
2		[8, 2]	11
3		[8, 2, 3]	13
4		[5, 4]	6
5		[5]	5
7		[7]	9
8		[8]	9
9		[8, 12, 9]	12
10		[8, 12, 9, 10]	20
11		[8, 12, 9, 11]	16
12		[8, 12]	11
13		[8, 2, 13]	15
14		[8, 2, 13, 14]	22
15		[8, 2, 13, 15]	23
16		[8, 2, 13, 16]	25
17		[8, 2, 13, 15, 17]	31
18		[8, 2, 13, 16, 18]	35
19		[8, 2, 13, 15, 19]	24


Forwarding Table for Node 6 at TIME_STEP 5:
Destination	Path	Cost
0		[8, 13, 15, 19, 0]	22
1		[7, 3, 2, 1]	19
2		[7, 3, 2]	11
3		[7, 3]	6
4		[5, 4]	5
5		[5]	4
7		[7]	2
8		[8]	7
9		[8, 9]	15
10		[8, 9, 10]	19
11		[8, 9, 11]	23
12		[8, 12]	11
13		[8, 13]	14
14		[8, 13, 14]	23
15		[8, 13, 15]	18
16		[8, 13, 16]	16
17		[8, 13, 15, 17]	25
18		[8, 13, 16, 18]	19
19		[8, 13, 15, 19]	19


Forwarding Table for Node 6 at TIME_STEP 6:
Destination	Path	Cost
0		[8, 2, 1, 0]	19
1		[8, 2, 1]	10
2		[8, 2]	8
3		[7, 3]	9
4		[5, 4]	7
5		[5]	6
7		[7]	5
8		[8]	5
9		[8, 9]	9
10		[8, 9, 10]	19
11		[8, 9, 11]	13
12		[8, 9, 12]	12
13		[8, 13]	12
14		[8, 13, 14]	15
15		[8, 13, 15]	18
16		[8, 13, 16]	22
17		[8, 13, 15, 17]	28
18		[8, 13, 16, 18]	23
19		[8, 13, 15, 19]	20


Forwarding Table for Node 6 at TIME_STEP 7:
Destination	Path	Cost
0		[7, 2, 1, 0]	22
1		[7, 2, 1]	20
2		[7, 2]	16
3		[7, 3]	14
4		[7, 4]	7
5		[5]	3
7		[7]	6
8		[8]	9
9		[8, 12, 9]	17
10		[8, 12, 9, 10]	24
11		[8, 12, 9, 11]	20
12		[8, 12]	12
13		[8, 13]	19
14		[8, 13, 14]	29
15		[8, 13, 15]	24
16		[8, 13, 16]	26
17		[8, 13, 15, 17]	34
18		[8, 13, 16, 18]	31
19		[7, 2, 1, 0, 19]	23


Forwarding Table for Node 6 at TIME_STEP 8:
Destination	Path	Cost
0		[8, 13, 15, 19, 0]	18
1		[8, 2, 1]	13
2		[8, 2]	4
3		[8, 2, 3]	9
4		[5, 4]	12
5		[5]	7
7		[7]	8
8		[8]	2
9		[8, 9]	7
10		[8, 9, 10]	14
11		[8, 9, 11]	17
12		[8, 12]	8
13		[8, 13]	4
14		[8, 13, 14]	7
15		[8, 13, 15]	6
16		[8, 13, 16]	14
17		[8, 13, 15, 17]	9
18		[8, 13, 16, 18]	16
19		[8, 13, 15, 19]	8


Forwarding Table for Node 6 at TIME_STEP 9:
Destination	Path	Cost
0		[8, 2, 1, 0]	18
1		[8, 2, 1]	12
2		[8, 2]	3
3		[8, 3]	4
4		[5, 4]	9
5		[5]	4
7		[7]	4
8		[8]	2
9		[8, 9]	9
10		[8, 9, 10]	15
11		[8, 9, 11]	14
12		[8, 12]	11
13		[8, 13]	3
14		[8, 13, 14]	8
15		[8, 13, 15]	12
16		[8, 13, 16]	10
17		[8, 13, 15, 17]	22
18		[8, 13, 16, 18]	18
19		[8, 13, 15, 19]	19


Forwarding Table for Node 6 at TIME_STEP 10:
Destination	Path	Cost
0		[8, 2, 1, 0]	19
1		[8, 2, 1]	18
2		[8, 2]	9
3		[8, 2, 3]	10
4		[5, 4]	7
5		[5]	5
7		[7]	9
8		[8]	8
9		[8, 9]	15
10		[8, 9, 10]	22
11		[8, 9, 11]	21
12		[8, 12]	9
13		[8, 13]	13
14		[8, 13, 14]	18
15		[8, 13, 15]	14
16		[8, 13, 16]	22
17		[8, 13, 15, 17]	18
18		[8, 13, 16, 18]	27
19		[8, 13, 15, 19]	20


Forwarding Table for Node 6 at TIME_STEP 11:
Destination	Path	Cost
0		[7, 2, 1, 0]	18
1		[7, 2, 1]	13
2		[7, 2]	11
3		[7, 3]	11
4		[5, 4]	8
5		[5]	3
7		[7]	2
8		[8]	9
9		[8, 9]	11
10		[8, 9, 10]	19
11		[8, 9, 11]	15
12		[8, 12]	14
13		[8, 13]	15
14		[8, 13, 14]	22
15		[8, 13, 15]	16
16		[8, 13, 16]	21
17		[8, 13, 15, 17]	19
18		[8, 13, 16, 18]	23
19		[8, 13, 15, 19]	19


Forwarding Table for Node 6 at TIME_STEP 12:
Destination	Path	Cost
0		[7, 2, 1, 0]	23
1		[7, 2, 1]	17
2		[7, 2]	10
3		[7, 3]	13
4		[7, 4]	9
5		[5]	9
7		[7]	5
8		[8]	8
9		[8, 9]	12
10		[8, 9, 10]	15
11		[8, 9, 11]	16
12		[8, 9, 12]	13
13		[8, 13]	14
14		[8, 13, 14]	19
15		[8, 13, 15]	24
16		[8, 13, 16]	18
17		[8, 13, 15, 17]	25
18		[8, 13, 16, 18]	20
19		[8, 13, 15, 19]	29


Forwarding Table for Node 6 at TIME_STEP 13:
Destination	Path	Cost
0		[7, 2, 1, 0]	17
1		[7, 2, 1]	8
2		[7, 2]	4
3		[7, 3]	6
4		[7, 4]	9
5		[5]	9
7		[7]	1
8		[7, 2, 8]	6
9		[7, 2, 8, 12, 9]	9
10		[7, 2, 8, 12, 9, 10]	10
11		[7, 2, 8, 12, 9, 11]	13
12		[7, 2, 8, 12]	7
13		[7, 2, 13]	7
14		[7, 2, 13, 14]	16
15		[7, 2, 13, 15]	13
16		[7, 2, 13, 16]	13
17		[7, 2, 13, 15, 17]	22
18		[7, 2, 13, 16, 18]	16
19		[7, 2, 13, 15, 19]	20


Forwarding Table for Node 6 at TIME_STEP 14:
Destination	Path	Cost
0		[8, 2, 1, 0]	14
1		[8, 2, 1]	13
2		[8, 2]	11
3		[8, 3]	5
4		[7, 4]	10
5		[5]	9
7		[7]	6
8		[8]	1
9		[8, 9]	3
10		[8, 9, 10]	11
11		[8, 9, 11]	12
12		[8, 12]	5
13		[8, 13]	11
14		[8, 13, 14]	15
15		[8, 13, 15]	15
16		[8, 13, 16]	14
17		[8, 13, 15, 17]	20
18		[8, 13, 16, 18]	16
19		[8, 13, 15, 19]	16


Forwarding Table for Node 6 at TIME_STEP 15:
Destination	Path	Cost
0		[7, 2, 1, 0]	27
1		[7, 2, 1]	19
2		[7, 2]	12
3		[7, 2, 3]	13
4		[5, 4]	4
5		[5]	1
7		[7]	10
8		[8]	9
9		[8, 9]	10
10		[8, 9, 10]	12
11		[8, 9, 11]	19
12		[8, 9, 12]	14
13		[8, 13]	12
14		[8, 13, 14]	19
15		[8, 13, 15]	19
16		[8, 13, 16]	13
17		[8, 13, 15, 17]	27
18		[8, 13, 16, 18]	20
19		[8, 13, 15, 19]	20


Forwarding Table for Node 6 at TIME_STEP 16:
Destination	Path	Cost
0		[7, 2, 1, 0]	13
1		[7, 2, 1]	10
2		[7, 2]	8
3		[7, 2, 3]	11
4		[5, 4]	8
5		[5]	1
7		[7]	3
8		[8]	7
9		[8, 9]	10
10		[8, 9, 10]	18
11		[8, 9, 11]	16
12		[8, 12]	9
13		[8, 13]	10
14		[8, 13, 14]	17
15		[8, 13, 15]	11
16		[8, 13, 16]	18
17		[8, 13, 15, 17]	21
18		[8, 13, 16, 18]	27
19		[7, 2, 1, 0, 19]	14


Forwarding Table for Node 6 at TIME_STEP 17:
Destination	Path	Cost
0		[8, 2, 1, 0]	20
1		[8, 2, 1]	15
2		[8, 2]	5
3		[8, 3]	6
4		[5, 4]	14
5		[5]	4
7		[7]	5
8		[8]	1
9		[8, 9]	2
10		[8, 9, 10]	6
11		[8, 9, 11]	10
12		[8, 9, 12]	4
13		[8, 13]	3
14		[8, 13, 14]	13
15		[8, 13, 15]	13
16		[8, 13, 16]	11
17		[8, 13, 15, 17]	20
18		[8, 13, 16, 18]	14
19		[8, 13, 15, 19]	17


Forwarding Table for Node 6 at TIME_STEP 18:
Destination	Path	Cost
0		[7, 2, 1, 0]	14
1		[7, 2, 1]	12
2		[7, 2]	11
3		[7, 3]	13
4		[5, 4]	6
5		[5]	4
7		[7]	6
8		[8]	9
9		[8, 9]	15
10		[8, 9, 10]	21
11		[8, 9, 11]	16
12		[8, 12]	17
13		[7, 2, 13]	13
14		[7, 2, 13, 14]	14
15		[7, 2, 13, 15]	16
16		[7, 2, 13, 16]	15
17		[7, 2, 13, 15, 17]	17
18		[7, 2, 13, 16, 18]	19
19		[7, 2, 1, 0, 19]	16


Forwarding Table for Node 6 at TIME_STEP 19:
Destination	Path	Cost
0		[8, 13, 2, 1, 0]	13
1		[8, 13, 2, 1]	10
2		[8, 13, 2]	6
3		[7, 3]	5
4		[7, 4]	9
5		[5]	6
7		[7]	1
8		[8]	1
9		[8, 9]	2
10		[8, 9, 10]	6
11		[8, 9, 11]	6
12		[8, 12]	3
13		[8, 13]	5
14		[8, 13, 14]	15
15		[8, 13, 15]	7
16		[8, 13, 16]	11
17		[8, 13, 15, 17]	12
18		[8, 13, 16, 18]	13
19		[8, 13, 15, 19]	16


