Forwarding Table for Node 15 at TIME_STEP 0:
Destination	Path	Cost
14		[13, 14]	14
16		[13, 16]	13
17		[17]	5
18		[13, 16, 18]	14
19		[19]	1


Forwarding Table for Node 15 at TIME_STEP 15:
Destination	Path	Cost
0		[19, 0]	9
1		[19, 0, 1]	15
2		[13, 2]	16
3		[13, 8, 3]	17
4		[13, 8, 6, 7, 4]	21
5		[13, 8, 6, 5]	25
6		[13, 8, 6]	16
7		[13, 8, 6, 7]	20
8		[13, 8]	12
9		[13, 8, 9]	13
10		[13, 8, 9, 10]	15
11		[13, 8, 9, 11]	22
12		[13, 8, 9, 12]	17
13		[13]	8
14		[13, 14]	15
16		[13, 16]	9
17		[17]	8
18		[13, 16, 18]	10
19		[19]	1


Forwarding Table for Node 15 at TIME_STEP 16:
Destination	Path	Cost
0		[19, 0]	12
1		[13, 2, 1]	12
2		[13, 2]	10
3		[13, 2, 3]	13
4		[13, 8, 6, 5, 4]	18
5		[13, 8, 6, 5]	11
6		[13, 8, 6]	9
7		[13, 2, 7]	13
8		[13, 8]	5
9		[13, 8, 9]	8
10		[13, 8, 9, 10]	16
11		[13, 8, 9, 11]	14
12		[13, 8, 12]	7
13		[13]	1
14		[13, 14]	8
16		[13, 16]	9
17		[17]	10
18		[13, 16, 18]	11
19		[19]	6


Forwarding Table for Node 15 at TIME_STEP 17:
Destination	Path	Cost
0		[19, 0]	10
1		[19, 0, 1]	12
2		[13, 2]	10
3		[13, 2, 8, 3]	16
4		[13, 2, 7, 4]	28
5		[13, 2, 8, 6, 5]	25
6		[13, 2, 8, 6]	21
7		[13, 2, 7]	19
8		[13, 2, 8]	11
9		[13, 2, 8, 9]	12
10		[13, 2, 8, 9, 10]	16
11		[13, 2, 8, 9, 11]	20
12		[13, 2, 8, 9, 12]	14
13		[13]	7
14		[13, 14]	17
16		[13, 16]	15
17		[17]	7
18		[13, 16, 18]	19
19		[19]	4


Forwarding Table for Node 15 at TIME_STEP 18:
Destination	Path	Cost
0		[19, 0]	13
1		[13, 2, 1]	12
2		[13, 2]	11
3		[13, 8, 3]	18
4		[13, 2, 7, 4]	18
5		[13, 2, 7, 4, 5]	19
6		[13, 8, 6]	18
7		[13, 2, 7]	17
8		[13, 8]	9
9		[13, 8, 9]	15
10		[13, 8, 9, 10]	21
11		[13, 8, 9, 11]	16
12		[13, 8, 12]	17
13		[13]	8
14		[13, 14]	9
16		[13, 16]	10
17		[17]	1
18		[13, 16, 18]	19
19		[19]	5


Forwarding Table for Node 15 at TIME_STEP 19:
Destination	Path	Cost
0		[13, 2, 1, 0]	10
1		[13, 2, 1]	7
2		[13, 2]	3
3		[13, 2, 3]	7
4		[13, 2, 7, 4]	18
5		[13, 8, 6, 5]	21
6		[13, 8, 6]	12
7		[13, 2, 7]	10
8		[13, 8]	3
9		[13, 8, 9]	4
10		[13, 8, 9, 10]	8
11		[13, 8, 9, 11]	8
12		[13, 8, 12]	5
13		[13]	2
14		[13, 14]	12
16		[13, 16]	8
17		[17]	5
18		[13, 16, 18]	18
19		[19]	9


