Forwarding Table for Node 3 at TIME_STEP 0:
Destination	Path	Cost
10		[8, 12, 9, 10]	9
11		[8, 12, 9, 11]	11
12		[8, 12]	5
13		[8, 13]	8
14		[8, 13, 14]	15
15		[8, 13, 15]	16
16		[8, 13, 16]	18
17		[8, 13, 15, 17]	24
18		[8, 13, 16, 18]	28
19		[8, 13, 15, 19]	17


Forwarding Table for Node 3 at TIME_STEP 5:
Destination	Path	Cost
0		[8, 13, 15, 19, 0]	14
1		[2, 1]	13
2		[2]	5
4		[7, 4]	11
5		[8, 6, 5]	14
6		[8, 6]	10
7		[7]	5
8		[8]	4
9		[8, 9]	5
10		[8, 9, 10]	9
11		[8, 9, 11]	10
12		[8, 12]	9
13		[8, 13]	6
14		[8, 13, 14]	15
15		[8, 13, 15]	10
16		[8, 13, 16]	8
17		[8, 13, 15, 17]	17
18		[8, 13, 16, 18]	11
19		[8, 13, 15, 19]	11


Forwarding Table for Node 3 at TIME_STEP 6:
Destination	Path	Cost
0		[2, 1, 0]	16
1		[2, 1]	9
2		[2]	7
4		[7, 4]	6
5		[7, 6, 5]	9
6		[7, 6]	3
7		[7]	2
8		[8]	4
9		[8, 9]	7
10		[8, 9, 10]	17
11		[8, 9, 11]	13
12		[8, 12]	5
13		[8, 13]	12
14		[8, 13, 14]	15
15		[8, 13, 15]	18
16		[8, 13, 16]	22
17		[8, 13, 15, 17]	28
18		[8, 13, 16, 18]	23
19		[8, 13, 15, 19]	20


Forwarding Table for Node 3 at TIME_STEP 7:
Destination	Path	Cost
0		[2, 1, 0]	11
1		[2, 1]	10
2		[2]	6
4		[7, 6, 5, 4]	13
5		[7, 6, 5]	12
6		[7, 6]	9
7		[7]	6
8		[8]	6
9		[8, 9]	7
10		[8, 9, 10]	12
11		[8, 9, 11]	11
12		[8, 12]	11
13		[8, 13]	12
14		[8, 13, 14]	22
15		[8, 13, 15]	17
16		[8, 13, 16]	19
17		[8, 13, 15, 17]	27
18		[8, 13, 16, 18]	24
19		[2, 1, 0, 19]	20


Forwarding Table for Node 3 at TIME_STEP 8:
Destination	Path	Cost
0		[2, 1, 0]	15
1		[2, 1]	13
2		[2]	4
4		[7, 4]	4
5		[7, 4, 5]	10
6		[8, 6]	4
7		[7]	3
8		[8]	1
9		[8, 12, 9]	3
10		[8, 12, 9, 10]	9
11		[8, 12, 9, 11]	12
12		[8, 12]	2
13		[8, 13]	7
14		[8, 13, 14]	10
15		[8, 13, 15]	9
16		[8, 13, 16]	17
17		[8, 13, 15, 17]	12
18		[8, 13, 16, 18]	19
19		[8, 13, 15, 19]	11


Forwarding Table for Node 3 at TIME_STEP 9:
Destination	Path	Cost
0		[2, 1, 0]	16
1		[2, 1]	11
2		[2]	2
4		[7, 4]	4
5		[7, 4, 5]	7
6		[7, 6]	10
7		[7]	1
8		[2, 8]	9
9		[2, 8, 12, 9]	18
10		[2, 8, 12, 9, 10]	19
11		[2, 8, 12, 9, 11]	27
12		[2, 8, 12]	10
13		[2, 13]	6
14		[2, 13, 14]	11
15		[2, 13, 15]	15
16		[2, 13, 16]	13
17		[2, 13, 15, 17]	25
18		[2, 13, 16, 18]	21
19		[2, 13, 15, 19]	22


Forwarding Table for Node 3 at TIME_STEP 10:
Destination	Path	Cost
0		[2, 1, 0]	15
1		[2, 1]	11
2		[2]	2
4		[2, 7, 4]	10
5		[8, 6, 5]	9
6		[8, 6]	4
7		[2, 7]	4
8		[8]	2
9		[8, 9]	12
10		[8, 9, 10]	21
11		[8, 9, 11]	13
12		[8, 12]	11
13		[8, 13]	3
14		[8, 13, 14]	8
15		[8, 13, 15]	4
16		[8, 13, 16]	12
17		[8, 13, 15, 17]	8
18		[8, 13, 16, 18]	17
19		[8, 13, 15, 19]	10


Forwarding Table for Node 3 at TIME_STEP 11:
Destination	Path	Cost
0		[8, 2, 1, 0]	8
1		[8, 2, 1]	7
2		[8, 2]	5
4		[7, 4]	9
5		[7, 6, 5]	12
6		[7, 6]	9
7		[7]	5
8		[8]	4
9		[8, 9]	8
10		[8, 9, 10]	9
11		[8, 9, 11]	14
12		[8, 12]	11
13		[8, 13]	7
14		[8, 13, 14]	14
15		[8, 13, 15]	8
16		[8, 13, 16]	13
17		[8, 13, 15, 17]	11
18		[8, 13, 16, 18]	15
19		[8, 13, 15, 19]	11


Forwarding Table for Node 3 at TIME_STEP 12:
Destination	Path	Cost
0		[8, 2, 1, 0]	18
1		[8, 2, 1]	9
2		[8, 2]	2
4		[8, 2, 7, 4]	7
5		[8, 2, 7, 4, 5]	12
6		[8, 6]	10
7		[8, 2, 7]	4
8		[8]	1
9		[8, 9]	8
10		[8, 9, 10]	16
11		[8, 9, 11]	12
12		[8, 12]	11
13		[8, 13]	5
14		[8, 13, 14]	10
15		[8, 13, 15]	15
16		[8, 13, 16]	9
17		[8, 13, 15, 17]	16
18		[8, 13, 16, 18]	11
19		[8, 13, 15, 19]	20


Forwarding Table for Node 3 at TIME_STEP 13:
Destination	Path	Cost
0		[8, 2, 1, 0]	17
1		[8, 2, 1]	8
2		[8, 2]	4
4		[7, 4]	13
5		[7, 4, 5]	18
6		[8, 6]	12
7		[7]	10
8		[8]	2
9		[8, 9]	6
10		[8, 9, 10]	13
11		[8, 9, 11]	15
12		[8, 9, 12]	9
13		[8, 2, 13]	7
14		[8, 2, 13, 14]	16
15		[8, 2, 13, 15]	13
16		[8, 2, 13, 16]	13
17		[8, 2, 13, 15, 17]	22
18		[8, 2, 13, 16, 18]	16
19		[8, 2, 13, 15, 19]	20


Forwarding Table for Node 3 at TIME_STEP 14:
Destination	Path	Cost
0		[2, 1, 0]	13
1		[2, 1]	9
2		[2]	7
4		[7, 4]	8
5		[7, 4, 5]	9
6		[8, 6]	4
7		[7]	5
8		[8]	3
9		[8, 9]	5
10		[8, 9, 10]	15
11		[8, 9, 11]	8
12		[8, 12]	4
13		[8, 13]	10
14		[8, 13, 14]	14
15		[8, 13, 15]	14
16		[8, 13, 16]	13
17		[8, 13, 15, 17]	19
18		[8, 13, 16, 18]	15
19		[8, 13, 15, 19]	15


Forwarding Table for Node 3 at TIME_STEP 15:
Destination	Path	Cost
0		[8, 2, 1, 0]	14
1		[8, 2, 1]	11
2		[8, 2]	4
4		[7, 4]	9
5		[8, 6, 5]	10
6		[8, 6]	9
7		[7]	6
8		[8]	1
9		[8, 9]	4
10		[8, 9, 10]	12
11		[8, 9, 11]	14
12		[8, 12]	6
13		[8, 13]	2
14		[8, 13, 14]	9
15		[8, 13, 15]	9
16		[8, 13, 16]	3
17		[8, 13, 15, 17]	17
18		[8, 13, 16, 18]	10
19		[8, 13, 15, 19]	10


Forwarding Table for Node 3 at TIME_STEP 16:
Destination	Path	Cost
0		[7, 2, 1, 0]	12
1		[7, 2, 1]	10
2		[7, 2]	8
4		[7, 4]	9
5		[7, 4, 5]	12
6		[7, 6]	12
7		[7]	6
8		[8]	10
9		[8, 9]	17
10		[8, 9, 10]	24
11		[8, 9, 11]	27
12		[8, 12]	16
13		[7, 2, 13]	11
14		[7, 2, 13, 14]	18
15		[7, 2, 13, 15]	12
16		[7, 2, 13, 16]	19
17		[7, 2, 13, 15, 17]	22
18		[7, 2, 13, 16, 18]	28
19		[7, 2, 1, 0, 19]	15


Forwarding Table for Node 3 at TIME_STEP 17:
Destination	Path	Cost
0		[2, 1, 0]	22
1		[2, 1]	20
2		[2]	10
4		[7, 4]	9
5		[7, 4, 5]	11
6		[7, 6]	14
7		[7]	6
8		[8]	10
9		[8, 9]	12
10		[8, 9, 10]	21
11		[8, 9, 11]	16
12		[8, 12]	13
13		[2, 13]	15
14		[2, 13, 14]	25
15		[2, 13, 15]	25
16		[2, 13, 16]	23
17		[2, 13, 15, 17]	32
18		[2, 13, 16, 18]	26
19		[2, 13, 15, 19]	29


Forwarding Table for Node 3 at TIME_STEP 18:
Destination	Path	Cost
0		[2, 1, 0]	9
1		[2, 1]	2
2		[2]	1
4		[2, 7, 4]	9
5		[2, 7, 4, 5]	10
6		[2, 7, 6]	10
7		[2, 7]	7
8		[2, 13, 8]	4
9		[2, 13, 8, 9]	7
10		[2, 13, 8, 9, 10]	10
11		[2, 13, 8, 9, 11]	12
12		[2, 13, 8, 12]	8
13		[2, 13]	3
14		[2, 13, 14]	4
15		[2, 13, 15]	6
16		[2, 13, 16]	5
17		[2, 13, 15, 17]	7
18		[2, 13, 16, 18]	9
19		[2, 13, 15, 19]	11


Forwarding Table for Node 3 at TIME_STEP 19:
Destination	Path	Cost
0		[8, 2, 1, 0]	13
1		[8, 2, 1]	8
2		[8, 2]	4
4		[7, 4]	11
5		[8, 6, 5]	13
6		[8, 6]	7
7		[7]	5
8		[8]	1
9		[8, 9]	6
10		[8, 9, 10]	8
11		[8, 9, 11]	13
12		[8, 9, 12]	8
13		[8, 13]	10
14		[8, 13, 14]	20
15		[8, 13, 15]	12
16		[8, 13, 16]	16
17		[8, 13, 15, 17]	17
18		[8, 13, 16, 18]	18
19		[8, 2, 1, 0, 19]	20


