Forwarding Table for Node 7 at TIME_STEP 0:
Destination	Path	Cost
6		[6]	2
8		[6, 8]	11
9		[6, 8, 12, 9]	14
10		[6, 8, 12, 9, 10]	17
11		[6, 8, 12, 9, 11]	19
12		[6, 8, 12]	13
13		[2, 13]	14
14		[2, 13, 14]	21
15		[2, 13, 15]	22
16		[2, 13, 16]	24
17		[2, 13, 15, 17]	30
18		[2, 13, 16, 18]	34
19		[2, 13, 15, 19]	23


Forwarding Table for Node 7 at TIME_STEP 5:
Destination	Path	Cost
0		[3, 8, 13, 15, 19, 0]	18
1		[3, 2, 1]	17
2		[3, 2]	9
3		[3]	4
4		[4]	9
5		[6, 5]	6
6		[6]	2
8		[3, 8]	8
9		[3, 8, 9]	9
10		[3, 8, 9, 10]	13
11		[3, 8, 9, 11]	14
12		[3, 8, 12]	13
13		[3, 8, 13]	10
14		[3, 8, 13, 14]	19
15		[3, 8, 13, 15]	14
16		[3, 8, 13, 16]	12
17		[3, 8, 13, 15, 17]	21
18		[3, 8, 13, 16, 18]	15
19		[3, 8, 13, 15, 19]	15


Forwarding Table for Node 7 at TIME_STEP 6:
Destination	Path	Cost
0		[2, 1, 0]	17
1		[2, 1]	8
2		[2]	6
3		[3]	4
4		[4]	4
5		[4, 5]	11
6		[6]	10
8		[3, 8]	8
9		[3, 8, 9]	11
10		[3, 8, 9, 10]	21
11		[3, 8, 9, 11]	17
12		[3, 8, 12]	9
13		[2, 13]	13
14		[2, 13, 14]	16
15		[2, 13, 15]	19
16		[2, 13, 16]	23
17		[2, 13, 15, 17]	29
18		[2, 13, 16, 18]	24
19		[2, 13, 15, 19]	21


Forwarding Table for Node 7 at TIME_STEP 7:
Destination	Path	Cost
0		[2, 1, 0]	16
1		[2, 1]	14
2		[2]	10
3		[3]	8
4		[4]	1
5		[4, 5]	9
6		[6]	10
8		[3, 8]	14
9		[3, 8, 9]	15
10		[3, 8, 9, 10]	20
11		[3, 8, 9, 11]	19
12		[3, 8, 12]	19
13		[2, 13]	19
14		[2, 13, 14]	29
15		[2, 13, 15]	24
16		[2, 13, 16]	26
17		[2, 13, 15, 17]	34
18		[2, 13, 16, 18]	31
19		[2, 1, 0, 19]	17


Forwarding Table for Node 7 at TIME_STEP 8:
Destination	Path	Cost
0		[2, 1, 0]	20
1		[2, 1]	12
2		[2]	3
3		[3]	2
4		[4]	4
5		[4, 5]	10
6		[3, 8, 6]	6
8		[3, 8]	3
9		[3, 8, 12, 9]	5
10		[3, 8, 12, 9, 10]	11
11		[3, 8, 12, 9, 11]	14
12		[3, 8, 12]	4
13		[2, 13]	7
14		[2, 13, 14]	10
15		[2, 13, 15]	9
16		[2, 13, 16]	17
17		[2, 13, 15, 17]	12
18		[2, 13, 16, 18]	19
19		[2, 13, 15, 19]	11


Forwarding Table for Node 7 at TIME_STEP 9:
Destination	Path	Cost
0		[2, 1, 0]	20
1		[2, 1]	14
2		[2]	5
3		[3]	6
4		[4]	7
5		[6, 5]	10
6		[6]	6
8		[6, 8]	8
9		[6, 8, 12, 9]	17
10		[6, 8, 12, 9, 10]	18
11		[6, 8, 12, 9, 11]	26
12		[6, 8, 12]	9
13		[2, 13]	9
14		[2, 13, 14]	14
15		[2, 13, 15]	18
16		[2, 13, 16]	16
17		[2, 13, 15, 17]	28
18		[2, 13, 16, 18]	24
19		[2, 1, 0, 19]	22


Forwarding Table for Node 7 at TIME_STEP 10:
Destination	Path	Cost
0		[2, 1, 0]	17
1		[2, 1]	16
2		[2]	7
3		[2, 3]	8
4		[4]	3
5		[6, 5]	6
6		[6]	1
8		[6, 8]	9
9		[6, 8, 9]	19
10		[6, 8, 9, 10]	28
11		[6, 8, 9, 11]	20
12		[6, 8, 12]	18
13		[6, 8, 13]	10
14		[6, 8, 13, 14]	15
15		[6, 8, 13, 15]	11
16		[6, 8, 13, 16]	19
17		[6, 8, 13, 15, 17]	15
18		[6, 8, 13, 16, 18]	24
19		[6, 8, 13, 15, 19]	17


Forwarding Table for Node 7 at TIME_STEP 11:
Destination	Path	Cost
0		[2, 1, 0]	16
1		[2, 1]	11
2		[2]	9
3		[3]	9
4		[4]	9
5		[6, 5]	4
6		[6]	1
8		[6, 8]	10
9		[6, 8, 9]	14
10		[6, 8, 9, 10]	15
11		[6, 8, 9, 11]	20
12		[6, 8, 12]	17
13		[6, 8, 13]	13
14		[6, 8, 13, 14]	20
15		[6, 8, 13, 15]	14
16		[6, 8, 13, 16]	19
17		[6, 8, 13, 15, 17]	17
18		[6, 8, 13, 16, 18]	21
19		[6, 8, 13, 15, 19]	17


Forwarding Table for Node 7 at TIME_STEP 12:
Destination	Path	Cost
0		[2, 1, 0]	18
1		[2, 1]	12
2		[2]	5
3		[3]	8
4		[4]	4
5		[4, 5]	9
6		[6]	8
8		[2, 8]	6
9		[2, 8, 9]	13
10		[2, 8, 9, 10]	21
11		[2, 8, 9, 11]	17
12		[2, 8, 12]	16
13		[2, 8, 13]	10
14		[2, 8, 13, 14]	15
15		[2, 8, 13, 15]	20
16		[2, 8, 13, 16]	14
17		[2, 8, 13, 15, 17]	21
18		[2, 8, 13, 16, 18]	16
19		[2, 1, 0, 19]	25


Forwarding Table for Node 7 at TIME_STEP 13:
Destination	Path	Cost
0		[2, 1, 0]	16
1		[2, 1]	7
2		[2]	3
3		[3]	5
4		[4]	8
5		[4, 5]	13
6		[6]	7
8		[2, 8]	5
9		[2, 8, 9]	9
10		[2, 8, 9, 10]	16
11		[2, 8, 9, 11]	18
12		[2, 8, 9, 12]	12
13		[2, 13]	6
14		[2, 13, 14]	15
15		[2, 13, 15]	12
16		[2, 13, 16]	12
17		[2, 13, 15, 17]	21
18		[2, 13, 16, 18]	15
19		[2, 13, 15, 19]	19


Forwarding Table for Node 7 at TIME_STEP 14:
Destination	Path	Cost
0		[2, 1, 0]	13
1		[2, 1]	12
2		[2]	10
3		[3]	6
4		[4]	4
5		[4, 5]	5
6		[6]	9
8		[3, 8]	9
9		[3, 8, 9]	11
10		[3, 8, 9, 10]	21
11		[3, 8, 9, 11]	14
12		[3, 8, 12]	10
13		[2, 13]	15
14		[2, 13, 14]	19
15		[2, 13, 15]	19
16		[2, 13, 16]	18
17		[2, 13, 15, 17]	24
18		[2, 13, 16, 18]	20
19		[2, 1, 0, 19]	16


Forwarding Table for Node 7 at TIME_STEP 15:
Destination	Path	Cost
0		[2, 1, 0]	17
1		[2, 1]	9
2		[2]	2
3		[2, 3]	3
4		[4]	1
5		[6, 5]	4
6		[6]	3
8		[2, 8]	4
9		[2, 8, 9]	7
10		[2, 8, 9, 10]	15
11		[2, 8, 9, 11]	17
12		[2, 8, 12]	9
13		[2, 13]	5
14		[2, 13, 14]	12
15		[2, 13, 15]	12
16		[2, 13, 16]	6
17		[2, 13, 15, 17]	20
18		[2, 13, 16, 18]	13
19		[2, 13, 15, 19]	13


Forwarding Table for Node 7 at TIME_STEP 16:
Destination	Path	Cost
0		[2, 1, 0]	10
1		[2, 1]	7
2		[2]	5
3		[2, 3]	8
4		[4]	7
5		[6, 5]	3
6		[6]	2
8		[6, 8]	9
9		[6, 8, 9]	16
10		[6, 8, 9, 10]	23
11		[6, 8, 9, 11]	26
12		[6, 8, 12]	15
13		[2, 13]	8
14		[2, 13, 14]	15
15		[2, 13, 15]	9
16		[2, 13, 16]	16
17		[2, 13, 15, 17]	19
18		[2, 13, 16, 18]	25
19		[2, 1, 0, 19]	11


Forwarding Table for Node 7 at TIME_STEP 17:
Destination	Path	Cost
0		[6, 8, 2, 1, 0]	19
1		[6, 8, 2, 1]	14
2		[6, 8, 2]	4
3		[3]	2
4		[6, 5, 4]	7
5		[6, 5]	6
6		[6]	2
8		[6, 8]	3
9		[6, 8, 9]	5
10		[6, 8, 9, 10]	14
11		[6, 8, 9, 11]	9
12		[6, 8, 12]	6
13		[6, 8, 13]	8
14		[6, 8, 13, 14]	18
15		[6, 8, 13, 15]	18
16		[6, 8, 13, 16]	16
17		[6, 8, 13, 15, 17]	25
18		[6, 8, 13, 16, 18]	19
19		[6, 8, 2, 1, 0, 19]	20


Forwarding Table for Node 7 at TIME_STEP 18:
Destination	Path	Cost
0		[2, 1, 0]	8
1		[2, 1]	6
2		[2]	5
3		[3]	7
4		[4]	1
5		[4, 5]	2
6		[4, 5, 6]	7
8		[2, 13, 8]	8
9		[2, 13, 8, 9]	11
10		[2, 13, 8, 9, 10]	14
11		[2, 13, 8, 9, 11]	16
12		[2, 13, 8, 12]	12
13		[2, 13]	7
14		[2, 13, 14]	8
15		[2, 13, 15]	10
16		[2, 13, 16]	9
17		[2, 13, 15, 17]	11
18		[2, 13, 16, 18]	13
19		[2, 1, 0, 19]	10


Forwarding Table for Node 7 at TIME_STEP 19:
Destination	Path	Cost
0		[2, 1, 0]	14
1		[2, 1]	11
2		[2]	7
3		[3]	4
4		[4]	8
5		[6, 5]	13
6		[6]	7
8		[3, 8]	5
9		[3, 8, 9]	10
10		[3, 8, 9, 10]	12
11		[3, 8, 9, 11]	17
12		[3, 8, 9, 12]	12
13		[3, 8, 13]	14
14		[3, 8, 13, 14]	24
15		[3, 8, 13, 15]	16
16		[3, 8, 13, 16]	20
17		[3, 8, 13, 15, 17]	21
18		[3, 8, 13, 16, 18]	22
19		[2, 1, 0, 19]	22


