Forwarding Table for Node 14 at TIME_STEP 0:
Destination	Path	Cost
11		[13, 8, 9, 11]	19
12		[13, 8, 12]	7
13		[13]	1
15		[13, 15]	5
16		[13, 16]	3
17		[13, 15, 17]	14
18		[13, 16, 18]	13
19		[13, 15, 19]	14


Forwarding Table for Node 14 at TIME_STEP 6:
Destination	Path	Cost
0		[13, 15, 19, 0]	15
1		[13, 2, 1]	7
2		[13, 2]	5
3		[13, 2, 3]	12
4		[13, 2, 7, 4]	15
5		[13, 2, 8, 6, 5]	17
6		[13, 2, 8, 6]	15
7		[13, 2, 7]	11
8		[13, 2, 8]	7
9		[13, 2, 8, 9]	11
10		[13, 2, 8, 9, 10]	21
11		[13, 2, 8, 9, 11]	15
12		[13, 2, 8, 9, 12]	14
13		[13]	3
15		[13, 15]	9
16		[13, 16]	13
17		[13, 15, 17]	16
18		[13, 16, 18]	22
19		[13, 15, 19]	12


Forwarding Table for Node 14 at TIME_STEP 7:
Destination	Path	Cost
0		[13, 2, 1, 0]	21
1		[13, 2, 1]	19
2		[13, 2]	15
3		[13, 2, 3]	22
4		[13, 2, 7, 4]	22
5		[13, 8, 6, 5]	29
6		[13, 8, 6]	24
7		[13, 2, 7]	21
8		[13, 8]	19
9		[13, 8, 12, 9]	27
10		[13, 8, 12, 9, 10]	34
11		[13, 8, 12, 9, 11]	30
12		[13, 8, 12]	22
13		[13]	9
15		[13, 15]	14
16		[13, 16]	16
17		[13, 15, 17]	17
18		[13, 16, 18]	17
19		[13, 15, 19]	21


Forwarding Table for Node 14 at TIME_STEP 8:
Destination	Path	Cost
0		[13, 15, 19, 0]	22
1		[13, 2, 1]	15
2		[13, 2]	6
3		[13, 2, 3]	11
4		[13, 2, 7, 4]	18
5		[13, 8, 6, 5]	17
6		[13, 8, 6]	10
7		[13, 2, 7]	14
8		[13, 8]	7
9		[13, 8, 9]	12
10		[13, 8, 9, 10]	19
11		[13, 8, 9, 11]	22
12		[13, 8, 12]	13
13		[13]	5
15		[13, 15]	7
16		[13, 16]	15
17		[13, 15, 17]	12
18		[13, 16, 18]	25
19		[13, 15, 19]	12


Forwarding Table for Node 14 at TIME_STEP 9:
Destination	Path	Cost
0		[13, 15, 19, 0]	25
1		[13, 8, 2, 1]	21
2		[13, 8, 2]	12
3		[13, 8, 3]	13
4		[13, 8, 3, 7, 4]	21
5		[13, 8, 3, 7, 4, 5]	24
6		[13, 8, 6]	20
7		[13, 8, 3, 7]	14
8		[13, 8]	11
9		[13, 8, 9]	18
10		[13, 8, 9, 10]	24
11		[13, 8, 9, 11]	23
12		[13, 8, 12]	20
13		[13]	6
15		[13, 15]	15
16		[13, 16]	13
17		[13, 15, 17]	23
18		[13, 16, 18]	20
19		[13, 15, 19]	19


Forwarding Table for Node 14 at TIME_STEP 10:
Destination	Path	Cost
0		[13, 15, 19, 0]	19
1		[13, 8, 2, 1]	24
2		[13, 8, 2]	15
3		[13, 8, 2, 3]	16
4		[13, 8, 2, 7, 4]	20
5		[13, 8, 2, 7, 6, 5]	23
6		[13, 8, 2, 7, 6]	18
7		[13, 8, 2, 7]	17
8		[13, 8]	14
9		[13, 8, 12, 9]	19
10		[13, 8, 12, 9, 10]	26
11		[13, 8, 12, 9, 11]	25
12		[13, 8, 12]	15
13		[13]	9
15		[13, 15]	10
16		[13, 16]	18
17		[13, 15, 17]	14
18		[13, 16, 18]	20
19		[13, 15, 19]	13


Forwarding Table for Node 14 at TIME_STEP 11:
Destination	Path	Cost
0		[13, 2, 1, 0]	10
1		[13, 2, 1]	5
2		[13, 2]	3
3		[13, 2, 3]	5
4		[13, 2, 7, 4]	16
5		[13, 2, 7, 6, 5]	11
6		[13, 2, 7, 6]	8
7		[13, 2, 7]	7
8		[13, 2, 8]	5
9		[13, 2, 8, 9]	7
10		[13, 2, 8, 9, 10]	15
11		[13, 2, 8, 9, 11]	11
12		[13, 2, 8, 12]	10
13		[13]	1
15		[13, 15]	2
16		[13, 16]	7
17		[13, 15, 17]	3
18		[13, 16, 18]	15
19		[13, 15, 19]	9


Forwarding Table for Node 14 at TIME_STEP 12:
Destination	Path	Cost
0		[13, 2, 1, 0]	29
1		[13, 2, 1]	23
2		[13, 2]	16
3		[13, 8, 3]	21
4		[13, 2, 7, 4]	22
5		[13, 8, 6, 5]	21
6		[13, 8, 6]	15
7		[13, 2, 7]	18
8		[13, 8]	14
9		[13, 8, 9]	18
10		[13, 8, 9, 10]	21
11		[13, 8, 9, 11]	22
12		[13, 8, 9, 12]	19
13		[13]	8
15		[13, 15]	18
16		[13, 16]	12
17		[13, 15, 17]	25
18		[13, 16, 18]	13
19		[13, 15, 19]	27


Forwarding Table for Node 14 at TIME_STEP 13:
Destination	Path	Cost
0		[13, 2, 1, 0]	19
1		[13, 2, 1]	10
2		[13, 2]	6
3		[13, 2, 3]	10
4		[13, 2, 7, 4]	22
5		[13, 2, 8, 6, 5]	25
6		[13, 2, 8, 6]	15
7		[13, 2, 7]	14
8		[13, 2, 8]	8
9		[13, 2, 8, 12, 9]	11
10		[13, 2, 8, 12, 9, 10]	12
11		[13, 2, 8, 12, 9, 11]	15
12		[13, 2, 8, 12]	9
13		[13]	2
15		[13, 15]	8
16		[13, 16]	8
17		[13, 15, 17]	17
18		[13, 16, 18]	14
19		[13, 15, 19]	15


Forwarding Table for Node 14 at TIME_STEP 14:
Destination	Path	Cost
0		[13, 2, 1, 0]	12
1		[13, 2, 1]	11
2		[13, 2]	9
3		[13, 8, 3]	14
4		[13, 2, 7, 4]	17
5		[13, 2, 7, 4, 5]	18
6		[13, 8, 6]	16
7		[13, 2, 7]	13
8		[13, 8]	10
9		[13, 8, 9]	12
10		[13, 8, 9, 10]	20
11		[13, 8, 9, 11]	21
12		[13, 8, 12]	14
13		[13]	8
15		[13, 15]	12
16		[13, 16]	11
17		[13, 15, 17]	17
18		[13, 16, 18]	12
19		[13, 2, 1, 0, 19]	15


Forwarding Table for Node 14 at TIME_STEP 15:
Destination	Path	Cost
0		[13, 15, 19, 0]	25
1		[13, 2, 1]	21
2		[13, 2]	14
3		[13, 8, 3]	15
4		[13, 8, 6, 7, 4]	19
5		[13, 8, 6, 5]	23
6		[13, 8, 6]	14
7		[13, 8, 6, 7]	18
8		[13, 8]	10
9		[13, 8, 9]	11
10		[13, 8, 9, 10]	13
11		[13, 8, 9, 11]	20
12		[13, 8, 9, 12]	15
13		[13]	6
15		[13, 15]	13
16		[13, 16]	7
17		[13, 15, 17]	14
18		[13, 16, 18]	8
19		[13, 15, 19]	17


Forwarding Table for Node 14 at TIME_STEP 16:
Destination	Path	Cost
0		[13, 15, 19, 0]	15
1		[13, 2, 1]	13
2		[13, 2]	11
3		[13, 2, 3]	14
4		[13, 8, 6, 5, 4]	19
5		[13, 8, 6, 5]	12
6		[13, 8, 6]	10
7		[13, 2, 7]	14
8		[13, 8]	6
9		[13, 8, 9]	9
10		[13, 8, 9, 10]	17
11		[13, 8, 9, 11]	15
12		[13, 8, 12]	8
13		[13]	2
15		[13, 15]	3
16		[13, 16]	10
17		[13, 15, 17]	13
18		[13, 16, 18]	12
19		[13, 15, 19]	9


Forwarding Table for Node 14 at TIME_STEP 17:
Destination	Path	Cost
0		[13, 2, 1, 0]	24
1		[13, 2, 1]	19
2		[13, 2]	9
3		[13, 2, 8, 3]	15
4		[13, 2, 7, 4]	27
5		[13, 2, 8, 6, 5]	24
6		[13, 2, 8, 6]	20
7		[13, 2, 7]	18
8		[13, 2, 8]	10
9		[13, 2, 8, 9]	11
10		[13, 2, 8, 9, 10]	15
11		[13, 2, 8, 9, 11]	19
12		[13, 2, 8, 9, 12]	13
13		[13]	6
15		[13, 15]	16
16		[13, 16]	14
17		[13, 15, 17]	21
18		[13, 16, 18]	18
19		[13, 15, 19]	21


Forwarding Table for Node 14 at TIME_STEP 18:
Destination	Path	Cost
0		[13, 2, 1, 0]	16
1		[13, 2, 1]	14
2		[13, 2]	13
3		[13, 8, 3]	20
4		[13, 2, 7, 4]	20
5		[13, 2, 7, 4, 5]	21
6		[13, 8, 6]	20
7		[13, 2, 7]	19
8		[13, 8]	11
9		[13, 8, 9]	17
10		[13, 8, 9, 10]	23
11		[13, 8, 9, 11]	18
12		[13, 8, 12]	19
13		[13]	10
15		[13, 15]	13
16		[13, 16]	12
17		[13, 15, 17]	14
18		[13, 16, 18]	21
19		[13, 15, 19]	18


Forwarding Table for Node 14 at TIME_STEP 19:
Destination	Path	Cost
0		[13, 2, 1, 0]	14
1		[13, 2, 1]	11
2		[13, 2]	7
3		[13, 2, 3]	11
4		[13, 2, 7, 4]	22
5		[13, 8, 6, 5]	25
6		[13, 8, 6]	16
7		[13, 2, 7]	14
8		[13, 8]	7
9		[13, 8, 9]	8
10		[13, 8, 9, 10]	12
11		[13, 8, 9, 11]	12
12		[13, 8, 12]	9
13		[13]	6
15		[13, 15]	8
16		[13, 16]	12
17		[13, 15, 17]	16
18		[13, 16, 18]	22
19		[13, 15, 19]	12


