Forwarding Table for Node 9 at TIME_STEP 0:
Destination	Path	Cost
14		[8, 13, 14]	26
15		[8, 13, 15]	21
16		[8, 13, 16]	23
17		[8, 13, 15, 17]	31
18		[8, 13, 16, 18]	28
19		[8, 2, 1, 0, 19]	22


Forwarding Table for Node 9 at TIME_STEP 8:
Destination	Path	Cost
0		[8, 13, 15, 19, 0]	26
1		[8, 2, 1]	19
2		[8, 2]	10
3		[8, 3]	15
4		[8, 6, 7, 4]	21
5		[8, 6, 5]	16
6		[8, 6]	9
7		[8, 6, 7]	17
8		[8]	6
10		[10]	6
11		[11]	9
12		[12]	7
13		[8, 13]	12
14		[8, 13, 14]	15
15		[8, 13, 15]	14
16		[8, 13, 16]	22
17		[8, 13, 15, 17]	17
18		[8, 13, 16, 18]	24
19		[8, 13, 15, 19]	16


Forwarding Table for Node 9 at TIME_STEP 9:
Destination	Path	Cost
0		[8, 3, 2, 1, 0]	22
1		[8, 3, 2, 1]	16
2		[8, 3, 2]	7
3		[8, 3]	5
4		[8, 3, 7, 4]	13
5		[8, 3, 7, 6, 5]	16
6		[8, 3, 7, 6]	12
7		[8, 3, 7]	6
8		[8]	3
10		[10]	1
11		[11]	9
12		[8, 12]	4
13		[8, 3, 2, 13]	11
14		[8, 3, 2, 13, 14]	16
15		[8, 3, 2, 13, 15]	20
16		[8, 3, 2, 13, 16]	18
17		[8, 3, 2, 13, 15, 17]	30
18		[8, 3, 2, 13, 16, 18]	26
19		[8, 3, 2, 1, 0, 19]	24


Forwarding Table for Node 9 at TIME_STEP 10:
Destination	Path	Cost
0		[8, 3, 2, 1, 0]	22
1		[8, 3, 2, 1]	21
2		[8, 3, 2]	12
3		[8, 3]	10
4		[8, 3, 2, 7, 4]	17
5		[8, 6, 5]	16
6		[8, 6]	11
7		[8, 3, 2, 7]	14
8		[8]	9
10		[10]	7
11		[11]	6
12		[12]	10
13		[8, 13]	10
14		[8, 13, 14]	15
15		[8, 13, 15]	11
16		[8, 13, 16]	19
17		[8, 13, 15, 17]	15
18		[8, 13, 16, 18]	24
19		[8, 13, 15, 19]	17


Forwarding Table for Node 9 at TIME_STEP 11:
Destination	Path	Cost
0		[12, 8, 2, 1, 0]	16
1		[12, 8, 2, 1]	11
2		[12, 8, 2]	9
3		[12, 8, 3]	9
4		[12, 8, 2, 7, 4]	22
5		[12, 8, 2, 7, 6, 5]	17
6		[12, 8, 2, 7, 6]	14
7		[12, 8, 2, 7]	13
8		[12, 8]	8
10		[10]	8
11		[11]	4
12		[12]	4
13		[12, 8, 13]	11
14		[12, 8, 13, 14]	18
15		[12, 8, 13, 15]	12
16		[12, 8, 13, 16]	17
17		[12, 8, 13, 15, 17]	15
18		[12, 8, 13, 16, 18]	19
19		[12, 8, 13, 15, 19]	15


Forwarding Table for Node 9 at TIME_STEP 12:
Destination	Path	Cost
0		[8, 2, 1, 0]	17
1		[8, 2, 1]	11
2		[8, 2]	4
3		[8, 3]	7
4		[8, 2, 7, 4]	10
5		[8, 2, 7, 4, 5]	15
6		[8, 6]	12
7		[8, 2, 7]	6
8		[8]	3
10		[10]	3
11		[11]	4
12		[12]	1
13		[8, 13]	7
14		[8, 13, 14]	12
15		[8, 13, 15]	17
16		[8, 13, 16]	11
17		[8, 13, 15, 17]	18
18		[8, 13, 16, 18]	13
19		[8, 13, 15, 19]	22


Forwarding Table for Node 9 at TIME_STEP 13:
Destination	Path	Cost
0		[8, 2, 1, 0]	18
1		[8, 2, 1]	9
2		[8, 2]	5
3		[8, 2, 3]	9
4		[8, 2, 7, 4]	21
5		[8, 6, 5]	22
6		[8, 6]	13
7		[8, 2, 7]	13
8		[8]	3
10		[10]	7
11		[11]	9
12		[12]	3
13		[8, 2, 13]	8
14		[8, 2, 13, 14]	17
15		[8, 2, 13, 15]	14
16		[8, 2, 13, 16]	14
17		[8, 2, 13, 15, 17]	23
18		[8, 2, 13, 16, 18]	17
19		[8, 2, 13, 15, 19]	21


Forwarding Table for Node 9 at TIME_STEP 14:
Destination	Path	Cost
0		[8, 2, 1, 0]	8
1		[8, 2, 1]	7
2		[8, 2]	5
3		[8, 3]	3
4		[8, 6, 7, 4]	12
5		[8, 6, 5]	11
6		[8, 6]	2
7		[8, 6, 7]	8
8		[8]	1
10		[10]	8
11		[11]	9
12		[8, 12]	2
13		[8, 13]	8
14		[8, 13, 14]	12
15		[8, 13, 15]	12
16		[8, 13, 16]	11
17		[8, 13, 15, 17]	17
18		[8, 13, 16, 18]	13
19		[8, 2, 1, 0, 19]	11


Forwarding Table for Node 9 at TIME_STEP 15:
Destination	Path	Cost
0		[8, 13, 15, 19, 0]	19
1		[8, 2, 1]	12
2		[8, 2]	5
3		[8, 2, 3]	6
4		[8, 2, 3, 7, 4]	13
5		[8, 6, 5]	11
6		[8, 6]	10
7		[8, 2, 3, 7]	12
8		[8]	2
10		[10]	2
11		[11]	9
12		[12]	4
13		[8, 13]	3
14		[8, 13, 14]	10
15		[8, 13, 15]	10
16		[8, 13, 16]	4
17		[8, 13, 15, 17]	18
18		[8, 13, 16, 18]	11
19		[8, 13, 15, 19]	11


Forwarding Table for Node 9 at TIME_STEP 16:
Destination	Path	Cost
0		[8, 2, 1, 0]	14
1		[8, 2, 1]	11
2		[8, 2]	9
3		[8, 3]	7
4		[8, 6, 5, 4]	12
5		[8, 6, 5]	5
6		[8, 6]	4
7		[8, 6, 7]	7
8		[8]	1
10		[10]	7
11		[11]	10
12		[12]	6
13		[8, 13]	8
14		[8, 13, 14]	15
15		[8, 13, 15]	9
16		[8, 13, 16]	16
17		[8, 13, 15, 17]	19
18		[8, 13, 16, 18]	25
19		[8, 13, 15, 19]	15


Forwarding Table for Node 9 at TIME_STEP 17:
Destination	Path	Cost
0		[8, 2, 1, 0]	18
1		[8, 2, 1]	13
2		[8, 2]	3
3		[8, 3]	5
4		[8, 6, 5, 4]	15
5		[8, 6, 5]	14
6		[8, 6]	10
7		[8, 3, 7]	11
8		[8]	2
10		[10]	9
11		[11]	4
12		[8, 12]	5
13		[8, 13]	7
14		[8, 13, 14]	17
15		[8, 13, 15]	17
16		[8, 13, 16]	15
17		[8, 13, 15, 17]	24
18		[8, 13, 16, 18]	18
19		[8, 2, 1, 0, 19]	19


Forwarding Table for Node 9 at TIME_STEP 18:
Destination	Path	Cost
0		[8, 2, 1, 0]	14
1		[8, 2, 1]	12
2		[8, 2]	11
3		[8, 3]	11
4		[8, 2, 7, 4]	18
5		[8, 2, 7, 4, 5]	19
6		[8, 6]	17
7		[8, 2, 7]	17
8		[8]	8
10		[10]	3
11		[11]	5
12		[12]	9
13		[8, 2, 13]	13
14		[8, 2, 13, 14]	14
15		[8, 2, 13, 15]	16
16		[8, 2, 13, 16]	15
17		[8, 2, 13, 15, 17]	17
18		[8, 2, 13, 16, 18]	19
19		[8, 2, 1, 0, 19]	16


Forwarding Table for Node 9 at TIME_STEP 19:
Destination	Path	Cost
0		[8, 2, 1, 0]	17
1		[8, 2, 1]	14
2		[8, 2]	10
3		[8, 2, 3]	14
4		[8, 6, 7, 4]	22
5		[8, 6, 5]	19
6		[8, 6]	13
7		[8, 6, 7]	14
8		[8]	7
10		[10]	2
11		[11]	7
12		[12]	2
13		[8, 13]	16
14		[8, 13, 14]	26
15		[8, 13, 15]	18
16		[8, 13, 16]	22
17		[8, 13, 15, 17]	23
18		[8, 13, 16, 18]	24
19		[8, 2, 1, 0, 19]	25


