Forwarding Table for Node 18 at TIME_STEP 0:
Destination	Path	Cost
3		[16, 13, 2, 3]	26
4		[16, 13, 8, 6, 5, 4]	31
5		[16, 13, 8, 6, 5]	24
6		[16, 13, 8, 6]	22
7		[16, 13, 2, 7]	26
8		[16, 13, 8]	18
9		[16, 13, 8, 9]	21
10		[16, 13, 8, 9, 10]	29
11		[16, 13, 8, 9, 11]	27
12		[16, 13, 8, 12]	20
13		[16, 13]	14
14		[16, 13, 14]	21
15		[16, 13, 15]	15
16		[16]	8
17		[16, 13, 15, 17]	20
19		[16, 13, 15, 19]	18


Forwarding Table for Node 18 at TIME_STEP 17:
Destination	Path	Cost
0		[16, 13, 15, 19, 0]	19
1		[16, 13, 2, 1]	16
2		[16, 13, 2]	6
3		[16, 13, 2, 8, 3]	12
4		[16, 13, 2, 7, 4]	24
5		[16, 13, 2, 8, 6, 5]	21
6		[16, 13, 2, 8, 6]	17
7		[16, 13, 2, 7]	15
8		[16, 13, 2, 8]	7
9		[16, 13, 2, 8, 9]	8
10		[16, 13, 2, 8, 9, 10]	12
11		[16, 13, 2, 8, 9, 11]	16
12		[16, 13, 2, 8, 9, 12]	10
13		[16, 13]	3
14		[16, 13, 14]	13
15		[16, 13, 15]	13
16		[16]	2
17		[16, 13, 15, 17]	18
19		[16, 13, 15, 19]	18


Forwarding Table for Node 18 at TIME_STEP 18:
Destination	Path	Cost
0		[16, 13, 2, 1, 0]	18
1		[16, 13, 2, 1]	16
2		[16, 13, 2]	15
3		[16, 13, 8, 3]	22
4		[16, 13, 2, 7, 4]	22
5		[16, 13, 2, 7, 4, 5]	23
6		[16, 13, 8, 6]	22
7		[16, 13, 2, 7]	21
8		[16, 13, 8]	13
9		[16, 13, 8, 9]	19
10		[16, 13, 8, 9, 10]	25
11		[16, 13, 8, 9, 11]	20
12		[16, 13, 8, 12]	21
13		[16, 13]	12
14		[16, 13, 14]	13
15		[16, 13, 15]	15
16		[16]	2
17		[16, 13, 15, 17]	20
19		[16, 13, 15, 19]	16


Forwarding Table for Node 18 at TIME_STEP 19:
Destination	Path	Cost
0		[16, 13, 2, 1, 0]	18
1		[16, 13, 2, 1]	15
2		[16, 13, 2]	11
3		[16, 13, 2, 3]	15
4		[16, 13, 2, 7, 4]	26
5		[16, 13, 8, 6, 5]	29
6		[16, 13, 8, 6]	20
7		[16, 13, 2, 7]	18
8		[16, 13, 8]	11
9		[16, 13, 8, 9]	12
10		[16, 13, 8, 9, 10]	16
11		[16, 13, 8, 9, 11]	16
12		[16, 13, 8, 12]	13
13		[16, 13]	10
14		[16, 13, 14]	20
15		[16, 13, 15]	12
16		[16]	8
17		[16, 13, 15, 17]	20
19		[16, 13, 15, 19]	16


