Forwarding Table for Node 5 at TIME_STEP 0:
Destination	Path	Cost
2		[4, 7, 2]	17
3		[4, 7, 3]	18
4		[4]	7
6		[6]	10
7		[4, 7]	12
8		[6, 8]	12
9		[6, 8, 9]	15
10		[6, 8, 9, 10]	21
11		[6, 8, 9, 11]	19
12		[6, 8, 12]	16
13		[6, 8, 13]	19
14		[6, 8, 13, 14]	22
15		[6, 8, 13, 15]	29
16		[6, 8, 13, 16]	20
17		[6, 8, 13, 15, 17]	35
18		[6, 8, 13, 16, 18]	30
19		[4, 7, 2, 1, 0, 19]	36


Forwarding Table for Node 5 at TIME_STEP 4:
Destination	Path	Cost
0		[4, 7, 2, 1, 0]	24
1		[4, 7, 2, 1]	18
2		[4, 7, 2]	14
3		[4, 7, 3]	14
4		[4]	1
6		[6]	5
7		[4, 7]	4
8		[6, 8]	14
9		[6, 8, 12, 9]	17
10		[6, 8, 12, 9, 10]	25
11		[6, 8, 12, 9, 11]	21
12		[6, 8, 12]	16
13		[4, 7, 2, 13]	18
14		[4, 7, 2, 13, 14]	25
15		[4, 7, 2, 13, 15]	26
16		[4, 7, 2, 13, 16]	28
17		[4, 7, 2, 13, 15, 17]	34
18		[4, 7, 2, 13, 16, 18]	38
19		[4, 7, 2, 13, 15, 19]	27


Forwarding Table for Node 5 at TIME_STEP 5:
Destination	Path	Cost
0		[6, 8, 13, 15, 19, 0]	28
1		[6, 7, 3, 2, 1]	25
2		[6, 7, 3, 2]	17
3		[6, 7, 3]	12
4		[4]	9
6		[6]	6
7		[6, 7]	8
8		[6, 8]	13
9		[6, 8, 9]	21
10		[6, 8, 9, 10]	25
11		[6, 8, 9, 11]	29
12		[6, 8, 12]	17
13		[6, 8, 13]	20
14		[6, 8, 13, 14]	29
15		[6, 8, 13, 15]	24
16		[6, 8, 13, 16]	22
17		[6, 8, 13, 15, 17]	31
18		[6, 8, 13, 16, 18]	25
19		[6, 8, 13, 15, 19]	25


Forwarding Table for Node 5 at TIME_STEP 6:
Destination	Path	Cost
0		[4, 7, 2, 1, 0]	20
1		[4, 7, 2, 1]	11
2		[4, 7, 2]	9
3		[4, 7, 3]	7
4		[4]	1
6		[6]	10
7		[4, 7]	3
8		[4, 7, 3, 8]	11
9		[4, 7, 3, 8, 9]	15
10		[4, 7, 3, 8, 9, 10]	25
11		[4, 7, 3, 8, 9, 11]	19
12		[4, 7, 3, 8, 9, 12]	18
13		[4, 7, 2, 13]	16
14		[4, 7, 2, 13, 14]	19
15		[4, 7, 2, 13, 15]	22
16		[4, 7, 2, 13, 16]	26
17		[4, 7, 2, 13, 15, 17]	32
18		[4, 7, 2, 13, 16, 18]	27
19		[4, 7, 2, 13, 15, 19]	24


Forwarding Table for Node 5 at TIME_STEP 7:
Destination	Path	Cost
0		[4, 7, 2, 1, 0]	24
1		[4, 7, 2, 1]	22
2		[4, 7, 2]	18
3		[4, 7, 3]	16
4		[4]	6
6		[6]	3
7		[4, 7]	8
8		[6, 8]	12
9		[6, 8, 12, 9]	20
10		[6, 8, 12, 9, 10]	27
11		[6, 8, 12, 9, 11]	23
12		[6, 8, 12]	15
13		[6, 8, 13]	22
14		[6, 8, 13, 14]	32
15		[6, 8, 13, 15]	27
16		[6, 8, 13, 16]	29
17		[6, 8, 13, 15, 17]	37
18		[6, 8, 13, 16, 18]	34
19		[4, 7, 2, 1, 0, 19]	25


Forwarding Table for Node 5 at TIME_STEP 8:
Destination	Path	Cost
0		[6, 8, 13, 15, 19, 0]	27
1		[6, 8, 2, 1]	22
2		[6, 8, 2]	13
3		[4, 7, 3]	16
4		[4]	5
6		[6]	9
7		[4, 7]	14
8		[6, 8]	11
9		[6, 8, 9]	16
10		[6, 8, 9, 10]	23
11		[6, 8, 9, 11]	26
12		[6, 8, 12]	17
13		[6, 8, 13]	13
14		[6, 8, 13, 14]	16
15		[6, 8, 13, 15]	15
16		[6, 8, 13, 16]	23
17		[6, 8, 13, 15, 17]	18
18		[6, 8, 13, 16, 18]	25
19		[6, 8, 13, 15, 19]	17


Forwarding Table for Node 5 at TIME_STEP 9:
Destination	Path	Cost
0		[6, 8, 2, 1, 0]	23
1		[6, 8, 2, 1]	17
2		[6, 8, 2]	8
3		[6, 8, 3]	9
4		[4]	5
6		[6]	5
7		[6, 7]	9
8		[6, 8]	7
9		[6, 8, 9]	14
10		[6, 8, 9, 10]	20
11		[6, 8, 9, 11]	19
12		[6, 8, 12]	16
13		[6, 8, 13]	8
14		[6, 8, 13, 14]	13
15		[6, 8, 13, 15]	17
16		[6, 8, 13, 16]	15
17		[6, 8, 13, 15, 17]	27
18		[6, 8, 13, 16, 18]	23
19		[6, 8, 13, 15, 19]	24


Forwarding Table for Node 5 at TIME_STEP 10:
Destination	Path	Cost
0		[6, 8, 2, 1, 0]	27
1		[6, 8, 2, 1]	26
2		[6, 8, 2]	17
3		[6, 8, 2, 3]	18
4		[4]	2
6		[6]	8
7		[4, 7]	12
8		[6, 8]	16
9		[6, 8, 9]	23
10		[6, 8, 9, 10]	30
11		[6, 8, 9, 11]	29
12		[6, 8, 12]	17
13		[6, 8, 13]	21
14		[6, 8, 13, 14]	26
15		[6, 8, 13, 15]	22
16		[6, 8, 13, 16]	30
17		[6, 8, 13, 15, 17]	26
18		[6, 8, 13, 16, 18]	35
19		[6, 8, 13, 15, 19]	28


Forwarding Table for Node 5 at TIME_STEP 11:
Destination	Path	Cost
0		[6, 7, 2, 1, 0]	24
1		[6, 7, 2, 1]	19
2		[6, 7, 2]	17
3		[6, 7, 3]	17
4		[4]	5
6		[6]	6
7		[6, 7]	8
8		[6, 8]	15
9		[6, 8, 9]	17
10		[6, 8, 9, 10]	25
11		[6, 8, 9, 11]	21
12		[6, 8, 12]	20
13		[6, 8, 13]	21
14		[6, 8, 13, 14]	28
15		[6, 8, 13, 15]	22
16		[6, 8, 13, 16]	27
17		[6, 8, 13, 15, 17]	25
18		[6, 8, 13, 16, 18]	29
19		[6, 8, 13, 15, 19]	25


Forwarding Table for Node 5 at TIME_STEP 12:
Destination	Path	Cost
0		[6, 7, 2, 1, 0]	28
1		[6, 7, 2, 1]	22
2		[6, 7, 2]	15
3		[6, 7, 3]	18
4		[4]	9
6		[6]	5
7		[6, 7]	10
8		[6, 8]	13
9		[6, 8, 9]	17
10		[6, 8, 9, 10]	20
11		[6, 8, 9, 11]	21
12		[6, 8, 9, 12]	18
13		[6, 8, 13]	19
14		[6, 8, 13, 14]	24
15		[6, 8, 13, 15]	29
16		[6, 8, 13, 16]	23
17		[6, 8, 13, 15, 17]	30
18		[6, 8, 13, 16, 18]	25
19		[6, 8, 13, 15, 19]	34


Forwarding Table for Node 5 at TIME_STEP 13:
Destination	Path	Cost
0		[4, 7, 2, 1, 0]	22
1		[4, 7, 2, 1]	13
2		[4, 7, 2]	9
3		[4, 7, 3]	11
4		[4]	3
6		[6]	6
7		[4, 7]	6
8		[4, 7, 2, 8]	11
9		[4, 7, 2, 8, 12, 9]	14
10		[4, 7, 2, 8, 12, 9, 10]	15
11		[4, 7, 2, 8, 12, 9, 11]	18
12		[4, 7, 2, 8, 12]	12
13		[4, 7, 2, 13]	12
14		[4, 7, 2, 13, 14]	21
15		[4, 7, 2, 13, 15]	18
16		[4, 7, 2, 13, 16]	18
17		[4, 7, 2, 13, 15, 17]	27
18		[4, 7, 2, 13, 16, 18]	21
19		[4, 7, 2, 13, 15, 19]	25


Forwarding Table for Node 5 at TIME_STEP 14:
Destination	Path	Cost
0		[6, 8, 2, 1, 0]	23
1		[6, 8, 2, 1]	22
2		[6, 8, 2]	20
3		[6, 8, 3]	14
4		[4]	7
6		[6]	9
7		[4, 7]	14
8		[6, 8]	10
9		[6, 8, 9]	12
10		[6, 8, 9, 10]	20
11		[6, 8, 9, 11]	21
12		[6, 8, 12]	14
13		[6, 8, 13]	20
14		[6, 8, 13, 14]	24
15		[6, 8, 13, 15]	24
16		[6, 8, 13, 16]	23
17		[6, 8, 13, 15, 17]	29
18		[6, 8, 13, 16, 18]	25
19		[6, 8, 13, 15, 19]	25


Forwarding Table for Node 5 at TIME_STEP 15:
Destination	Path	Cost
0		[4, 7, 2, 1, 0]	29
1		[4, 7, 2, 1]	21
2		[4, 7, 2]	14
3		[4, 7, 2, 3]	15
4		[4]	3
6		[6]	6
7		[4, 7]	12
8		[6, 8]	15
9		[6, 8, 9]	16
10		[6, 8, 9, 10]	18
11		[6, 8, 9, 11]	25
12		[6, 8, 9, 12]	20
13		[4, 7, 2, 13]	17
14		[4, 7, 2, 13, 14]	24
15		[4, 7, 2, 13, 15]	24
16		[4, 7, 2, 13, 16]	18
17		[4, 7, 2, 13, 15, 17]	32
18		[4, 7, 2, 13, 16, 18]	25
19		[4, 7, 2, 13, 15, 19]	25


Forwarding Table for Node 5 at TIME_STEP 16:
Destination	Path	Cost
0		[6, 7, 2, 1, 0]	21
1		[6, 7, 2, 1]	18
2		[6, 7, 2]	16
3		[6, 7, 2, 3]	19
4		[4]	7
6		[6]	8
7		[6, 7]	11
8		[6, 8]	15
9		[6, 8, 9]	18
10		[6, 8, 9, 10]	26
11		[6, 8, 9, 11]	24
12		[6, 8, 12]	17
13		[6, 8, 13]	18
14		[6, 8, 13, 14]	25
15		[6, 8, 13, 15]	19
16		[6, 8, 13, 16]	26
17		[6, 8, 13, 15, 17]	29
18		[6, 8, 13, 16, 18]	35
19		[6, 7, 2, 1, 0, 19]	22


Forwarding Table for Node 5 at TIME_STEP 17:
Destination	Path	Cost
0		[6, 8, 2, 1, 0]	24
1		[6, 8, 2, 1]	19
2		[6, 8, 2]	9
3		[4, 7, 3]	5
4		[4]	1
6		[6]	4
7		[4, 7]	3
8		[6, 8]	5
9		[6, 8, 9]	6
10		[6, 8, 9, 10]	10
11		[6, 8, 9, 11]	14
12		[6, 8, 9, 12]	8
13		[6, 8, 13]	7
14		[6, 8, 13, 14]	17
15		[6, 8, 13, 15]	17
16		[6, 8, 13, 16]	15
17		[6, 8, 13, 15, 17]	24
18		[6, 8, 13, 16, 18]	18
19		[6, 8, 13, 15, 19]	21


Forwarding Table for Node 5 at TIME_STEP 18:
Destination	Path	Cost
0		[4, 7, 2, 1, 0]	15
1		[4, 7, 2, 1]	13
2		[4, 7, 2]	12
3		[4, 7, 3]	14
4		[4]	2
6		[6]	3
7		[4, 7]	7
8		[6, 8]	12
9		[6, 8, 9]	18
10		[6, 8, 9, 10]	24
11		[6, 8, 9, 11]	19
12		[6, 8, 12]	20
13		[4, 7, 2, 13]	14
14		[4, 7, 2, 13, 14]	15
15		[4, 7, 2, 13, 15]	17
16		[4, 7, 2, 13, 16]	16
17		[4, 7, 2, 13, 15, 17]	18
18		[4, 7, 2, 13, 16, 18]	20
19		[4, 7, 2, 1, 0, 19]	17


Forwarding Table for Node 5 at TIME_STEP 19:
Destination	Path	Cost
0		[6, 8, 13, 2, 1, 0]	15
1		[6, 8, 13, 2, 1]	12
2		[6, 8, 13, 2]	8
3		[6, 7, 3]	7
4		[4]	10
6		[6]	2
7		[6, 7]	3
8		[6, 8]	3
9		[6, 8, 9]	4
10		[6, 8, 9, 10]	8
11		[6, 8, 9, 11]	8
12		[6, 8, 12]	5
13		[6, 8, 13]	7
14		[6, 8, 13, 14]	17
15		[6, 8, 13, 15]	9
16		[6, 8, 13, 16]	13
17		[6, 8, 13, 15, 17]	14
18		[6, 8, 13, 16, 18]	15
19		[6, 8, 13, 15, 19]	18


