Forwarding Table for Node 12 at TIME_STEP 0:
Destination	Path	Cost
Forwarding Table for Node 12 at TIME_STEP 4:
Destination	Path	Cost
0		[8, 2, 1, 0]	13
1		[8, 2, 1]	7
2		[8, 2]	3
3		[8, 2, 3]	5
4		[8, 6, 5, 4]	11
5		[8, 6, 5]	10
6		[8, 6]	4
7		[8, 6, 7]	6
8		[8]	1
9		[9]	1
10		[9, 10]	9
11		[9, 11]	5
13		[8, 2, 13]	7
14		[8, 2, 13, 14]	14
15		[8, 2, 13, 15]	15
16		[8, 2, 13, 16]	17
17		[8, 2, 13, 15, 17]	22
18		[8, 2, 13, 16, 18]	27
19		[8, 2, 1, 0, 19]	21


Forwarding Table for Node 12 at TIME_STEP 5:
Destination	Path	Cost
0		[8, 13, 15, 19, 0]	23
1		[8, 3, 2, 1]	23
2		[8, 3, 2]	15
3		[8, 3]	10
4		[8, 6, 5, 4]	16
5		[8, 6, 5]	15
6		[8, 6]	10
7		[8, 3, 7]	15
8		[8]	8
9		[9]	8
10		[9, 10]	12
11		[9, 11]	16
13		[8, 13]	15
14		[8, 13, 14]	24
15		[8, 13, 15]	19
16		[8, 13, 16]	17
17		[8, 13, 15, 17]	26
18		[8, 13, 16, 18]	27
19		[8, 13, 15, 19]	20


Forwarding Table for Node 12 at TIME_STEP 6:
Destination	Path	Cost
0		[8, 2, 1, 0]	21
1		[8, 2, 1]	12
2		[8, 2]	10
3		[8, 3]	14
4		[8, 6, 5, 4]	18
5		[8, 6, 5]	17
6		[8, 6]	15
7		[8, 2, 7]	16
8		[8]	7
9		[9]	9
10		[9, 10]	19
11		[9, 11]	13
13		[8, 13]	14
14		[8, 13, 14]	17
15		[8, 13, 15]	20
16		[8, 13, 16]	24
17		[8, 13, 15, 17]	30
18		[8, 13, 16, 18]	33
19		[8, 13, 15, 19]	22


Forwarding Table for Node 12 at TIME_STEP 7:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	20
1		[9, 8, 2, 1]	18
2		[9, 8, 2]	14
3		[9, 8, 3]	12
4		[9, 8, 3, 7, 4]	19
5		[9, 8, 6, 5]	16
6		[9, 8, 6]	11
7		[9, 8, 3, 7]	18
8		[9, 8]	6
9		[9]	5
10		[9, 10]	12
11		[9, 11]	8
13		[9, 8, 13]	16
14		[9, 8, 13, 14]	26
15		[9, 8, 13, 15]	21
16		[9, 8, 13, 16]	23
17		[9, 8, 13, 15, 17]	31
18		[9, 8, 13, 16, 18]	24
19		[9, 8, 2, 1, 0, 19]	21


Forwarding Table for Node 12 at TIME_STEP 8:
Destination	Path	Cost
0		[9, 8, 13, 15, 19, 0]	23
1		[9, 8, 2, 1]	18
2		[9, 8, 2]	9
3		[9, 8, 2, 3]	14
4		[9, 8, 2, 7, 4]	21
5		[9, 8, 6, 5]	17
6		[9, 8, 6]	10
7		[9, 8, 2, 7]	17
8		[9, 8]	7
9		[9]	1
10		[9, 10]	8
11		[9, 11]	11
13		[9, 8, 13]	9
14		[9, 8, 13, 14]	12
15		[9, 8, 13, 15]	11
16		[9, 8, 13, 16]	19
17		[9, 8, 13, 15, 17]	14
18		[9, 8, 13, 16, 18]	29
19		[9, 8, 13, 15, 19]	13


Forwarding Table for Node 12 at TIME_STEP 9:
Destination	Path	Cost
0		[8, 2, 1, 0]	17
1		[8, 2, 1]	11
2		[8, 2]	2
3		[8, 3]	3
4		[8, 3, 7, 4]	11
5		[8, 3, 7, 4, 5]	14
6		[8, 6]	10
7		[8, 3, 7]	4
8		[8]	1
9		[9]	8
10		[9, 10]	14
11		[9, 11]	13
13		[8, 13]	2
14		[8, 13, 14]	7
15		[8, 13, 15]	11
16		[8, 13, 16]	9
17		[8, 13, 15, 17]	21
18		[8, 13, 16, 18]	16
19		[8, 13, 15, 19]	18


Forwarding Table for Node 12 at TIME_STEP 10:
Destination	Path	Cost
0		[8, 2, 1, 0]	18
1		[8, 2, 1]	17
2		[8, 2]	8
3		[8, 2, 3]	9
4		[8, 2, 7, 4]	13
5		[8, 2, 7, 6, 5]	16
6		[8, 2, 7, 6]	11
7		[8, 2, 7]	10
8		[8]	7
9		[9]	9
10		[9, 10]	16
11		[9, 11]	15
13		[8, 13]	12
14		[8, 13, 14]	17
15		[8, 13, 15]	13
16		[8, 13, 16]	21
17		[8, 13, 15, 17]	17
18		[8, 13, 16, 18]	23
19		[8, 13, 15, 19]	19


Forwarding Table for Node 12 at TIME_STEP 11:
Destination	Path	Cost
0		[8, 2, 1, 0]	19
1		[8, 2, 1]	14
2		[8, 2]	12
3		[8, 3]	6
4		[8, 6, 5, 4]	17
5		[8, 6, 5]	12
6		[8, 6]	9
7		[8, 3, 7]	11
8		[8]	4
9		[8, 9]	6
10		[8, 9, 10]	14
11		[8, 9, 11]	10
13		[8, 13]	10
14		[8, 13, 14]	17
15		[8, 13, 15]	11
16		[8, 13, 16]	16
17		[8, 13, 15, 17]	14
18		[8, 13, 16, 18]	24
19		[8, 13, 15, 19]	14


Forwarding Table for Node 12 at TIME_STEP 12:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	25
1		[9, 8, 2, 1]	19
2		[9, 8, 2]	12
3		[9, 8, 3]	11
4		[9, 8, 6, 7, 4]	17
5		[9, 8, 6, 5]	11
6		[9, 8, 6]	5
7		[9, 8, 6, 7]	13
8		[9, 8]	4
9		[9]	1
10		[9, 10]	4
11		[9, 11]	5
13		[9, 8, 13]	10
14		[9, 8, 13, 14]	15
15		[9, 8, 13, 15]	20
16		[9, 8, 13, 16]	14
17		[9, 8, 13, 15, 17]	21
18		[9, 8, 13, 16, 18]	15
19		[9, 8, 13, 15, 19]	25


Forwarding Table for Node 12 at TIME_STEP 13:
Destination	Path	Cost
0		[8, 2, 1, 0]	20
1		[8, 2, 1]	11
2		[8, 2]	7
3		[8, 3]	7
4		[8, 2, 7, 4]	23
5		[8, 6, 5]	22
6		[8, 6]	12
7		[8, 2, 7]	15
8		[8]	5
9		[9]	2
10		[9, 10]	3
11		[9, 11]	6
13		[8, 13]	8
14		[8, 13, 14]	17
15		[8, 13, 15]	14
16		[8, 13, 16]	14
17		[8, 13, 15, 17]	23
18		[8, 13, 16, 18]	20
19		[8, 13, 15, 19]	21


Forwarding Table for Node 12 at TIME_STEP 14:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	15
1		[9, 8, 2, 1]	14
2		[9, 8, 2]	12
3		[9, 8, 3]	6
4		[9, 8, 3, 7, 4]	15
5		[9, 8, 6, 5]	12
6		[9, 8, 6]	8
7		[9, 8, 3, 7]	11
8		[9, 8]	2
9		[9]	1
10		[9, 10]	9
11		[9, 11]	10
13		[9, 8, 13]	12
14		[9, 8, 13, 14]	16
15		[9, 8, 13, 15]	16
16		[9, 8, 13, 16]	15
17		[9, 8, 13, 15, 17]	21
18		[9, 8, 13, 16, 18]	16
19		[9, 8, 13, 15, 19]	17


Forwarding Table for Node 12 at TIME_STEP 15:
Destination	Path	Cost
0		[8, 13, 15, 19, 0]	29
1		[8, 2, 1]	23
2		[8, 2]	16
3		[8, 3]	15
4		[8, 6, 7, 4]	19
5		[8, 6, 5]	23
6		[8, 6]	14
7		[8, 6, 7]	18
8		[8]	10
9		[9]	10
10		[9, 10]	12
11		[9, 11]	19
13		[8, 13]	13
14		[8, 13, 14]	20
15		[8, 13, 15]	20
16		[8, 13, 16]	14
17		[8, 13, 15, 17]	28
18		[8, 13, 16, 18]	15
19		[8, 13, 15, 19]	21


Forwarding Table for Node 12 at TIME_STEP 16:
Destination	Path	Cost
0		[8, 2, 1, 0]	16
1		[8, 2, 1]	13
2		[8, 2]	11
3		[8, 3]	10
4		[8, 6, 5, 4]	14
5		[8, 6, 5]	7
6		[8, 6]	5
7		[8, 6, 7]	11
8		[8]	1
9		[8, 9]	4
10		[8, 9, 10]	12
11		[8, 9, 11]	10
13		[8, 13]	4
14		[8, 13, 14]	11
15		[8, 13, 15]	5
16		[8, 13, 16]	12
17		[8, 13, 15, 17]	15
18		[8, 13, 16, 18]	14
19		[8, 13, 15, 19]	11


Forwarding Table for Node 12 at TIME_STEP 17:
Destination	Path	Cost
0		[8, 2, 1, 0]	25
1		[8, 2, 1]	20
2		[8, 2]	10
3		[8, 3]	11
4		[8, 3, 7, 4]	26
5		[8, 6, 5]	20
6		[8, 6]	16
7		[8, 3, 7]	17
8		[8]	6
9		[9]	5
10		[9, 10]	9
11		[9, 11]	13
13		[8, 13]	8
14		[8, 13, 14]	18
15		[8, 13, 15]	18
16		[8, 13, 16]	16
17		[8, 13, 15, 17]	25
18		[8, 13, 16, 18]	20
19		[8, 13, 15, 19]	22


Forwarding Table for Node 12 at TIME_STEP 18:
Destination	Path	Cost
0		[9, 8, 2, 1, 0]	13
1		[9, 8, 2, 1]	11
2		[9, 8, 2]	10
3		[9, 8, 3]	15
4		[9, 8, 2, 7, 4]	17
5		[9, 8, 6, 5]	18
6		[9, 8, 6]	15
7		[9, 8, 2, 7]	16
8		[9, 8]	6
9		[9]	2
10		[9, 10]	8
11		[9, 11]	3
13		[9, 8, 2, 13]	12
14		[9, 8, 2, 13, 14]	13
15		[9, 8, 2, 13, 15]	15
16		[9, 8, 2, 13, 16]	14
17		[9, 8, 2, 13, 15, 17]	16
18		[9, 8, 2, 13, 16, 18]	23
19		[9, 8, 2, 1, 0, 19]	15


Forwarding Table for Node 12 at TIME_STEP 19:
Destination	Path	Cost
0		[8, 13, 2, 1, 0]	22
1		[8, 13, 2, 1]	19
2		[8, 13, 2]	15
3		[8, 3]	17
4		[8, 13, 2, 7, 4]	30
5		[8, 6, 5]	28
6		[8, 6]	19
7		[8, 13, 2, 7]	22
8		[8]	10
9		[9]	3
10		[9, 10]	7
11		[9, 11]	7
13		[8, 13]	14
14		[8, 13, 14]	24
15		[8, 13, 15]	16
16		[8, 13, 16]	20
17		[8, 13, 15, 17]	21
18		[8, 13, 16, 18]	30
19		[8, 13, 15, 19]	25


